,Source,Target,Weight,Type
13679,AWeissmann_,bonnie_london,1,Directed
13680,rainnwilson,bonniebcomedy,1,Directed
13681,HowleyReporter,boomerbilly,1,Directed
13682,LLinWood,booniern1,1,Directed
13683,realDonaldTrump,booniern1,1,Directed
13684,CodeMonkeyZ,booptee,1,Directed
13685,EmeraldRobinson,bootneck3027,1,Directed
13686,CodeMonkeyZ,bootsiebee51,1,Directed
13687,iheartmindy,bootsiebee51,1,Directed
13688,CodeMonkeyZ,bordenjoey1,1,Directed
13689,EmeraldRobinson,bordenjoey1,1,Directed
13690,DavidJHarrisJr,borderactionnow,1,Directed
13691,EdwardSurett,borderactionnow,1,Directed
13692,EvanAKilgore,borderactionnow,1,Directed
13693,JasonMillerinDC,borderactionnow,1,Directed
13694,LLinWood,borders_carol,1,Directed
13695,realDonaldTrump,borders_carol,1,Directed
13696,daithaigilbert,borisgeneve,1,Directed
13697,AMPFEST_USA,born_summer62,1,Directed
13698,KanekoaTheGreat,born_summer62,1,Directed
13699,KingMakerFT,born_summer62,1,Directed
13700,LLinWood,born_summer62,1,Directed
13701,SidneyPowell1,born_summer62,1,Directed
13702,gatewaypundit,born_summer62,1,Directed
13703,hrtablaze,born_summer62,1,Directed
13704,marklevinshow,born_summer62,1,Directed
13705,themarketswork,born_summer62,1,Directed
13706,LLinWood,bornbornready,1,Directed
13707,realDonaldTrump,borno8500,1,Directed
13708,LLinWood,bosch_new,1,Directed
13709,EmeraldRobinson,boonewindage,1,Directed
13710,CodeMonkeyZ,boomdudecom,1,Directed
13711,EmeraldRobinson,bonniekirk,1,Directed
13712,realDonaldTrump,boombaycalls,1,Directed
13713,realDonaldTrump,bonniemarie6653,1,Directed
13714,ChuckCallesto,bonniembates,1,Directed
13715,realDonaldTrump,bonnievc03,1,Directed
13716,realDonaldTrump,bonnybay48,1,Directed
13717,Les1442,bono274,1,Directed
13718,EmeraldRobinson,bonstuga,1,Directed
13719,SidneyPowell1,bonstuga,1,Directed
13720,danielchaitin7,bonstuga,1,Directed
13721,deOrygun,booatticus63,1,Directed
13722,realDonaldTrump,booberr28530455,1,Directed
13723,CodeMonkeyZ,boobootoo,1,Directed
13724,LLinWood,boobootoo,1,Directed
13725,RandPaul,boobootoo,1,Directed
13726,gatewaypundit,boobootoo,1,Directed
13727,dochartdc,boochica2,1,Directed
13728,LJT_is_me,booda001,1,Directed
13729,SexCounseling,booda001,1,Directed
13730,hrtablaze,booda001,1,Directed
13731,Bret_Sears,boogiboy3d,1,Directed
13732,RealOmarNavarro,boogmand,1,Directed
13733,LLinWood,bookdweller,1,Directed
13734,LLinWood,books_beaches,1,Directed
13735,lanningkl,books_beaches,1,Directed
13736,profcarroll,bookscoffeedog1,1,Directed
13737,RepMattGaetz,bookworm662,1,Directed
13738,jennycohn1,bookwyrm102571,1,Directed
13739,CodeMonkeyZ,boomGodwins,1,Directed
13740,LarrySchweikart,bobcalmex,1,Directed
13741,RudyGiuliani,bobbyuptown215,1,Directed
13742,ElectionsCan_E,boss4278,1,Directed
13743,BorisEP,blueyedlvrgirl,1,Directed
13744,OrbitaEduardo,bluesmurf2020,1,Directed
13745,tedlieu,bluesolitaire,1,Directed
13746,CodeMonkeyZ,bluestflame,1,Directed
13747,senatormelendez,bluestflame,1,Directed
13748,CodeMonkeyZ,bluethuglife,1,Directed
13749,JamesBolfik,bluethuglife,1,Directed
13750,KelemenCari,bluethuglife,1,Directed
13751,MAGARoseTaylor,bluethuglife,1,Directed
13752,Rothbard1776,bluethuglife,1,Directed
13753,hrtablaze,bluethuglife,1,Directed
13754,AWeissmann_,bluetsunami22,1,Directed
13755,danielchaitin7,bluex68,1,Directed
13756,AKA_RealDirty,blueyedlvrgirl,1,Directed
13757,CodeMonkeyZ,blueyedlvrgirl,1,Directed
13758,realDonaldTrump,bobbyrosamystic,1,Directed
13759,EmeraldRobinson,blueyedlvrgirl,1,Directed
13760,PlaysTrumpCard,blueyedlvrgirl,1,Directed
13761,kylenabecker,blueyedlvrgirl,1,Directed
13762,themarketswork,blueyedlvrgirl,1,Directed
13763,EmeraldRobinson,blueyerosa,1,Directed
13764,KanekoaTheGreat,blueyerosa,1,Directed
13765,iheartmindy,blugold27,1,Directed
13766,LLinWood,blulinemama,1,Directed
13767,ElectionsCan_E,blumamabear,1,Directed
13768,GregRubini,blupony3,1,Directed
13769,realDonaldTrump,blurplehayes,1,Directed
13770,BuzzFeedNews,blurtnobrain,1,Directed
13771,PlaysTrumpCard,blusie,1,Directed
13772,LLinWood,blueskysh88,1,Directed
13773,LLinWood,blueskky,1,Directed
13774,lilo623,bluesjack42,1,Directed
13775,DavidJHarrisJr,bluesjack42,1,Directed
13776,McCormackJohn,blueWRL,1,Directed
13777,RudyGiuliani,blue_ice_cream9,1,Directed
13778,realDonaldTrump,bluebir02242255,1,Directed
13779,EmeraldRobinson,bluebird767,1,Directed
13780,AOECOIN,blueblazez1,1,Directed
13781,RudyGiuliani,blueblazez1,1,Directed
13782,man_integrated,blueblazez1,1,Directed
13783,CodeMonkeyZ,bluebonnets4evr,1,Directed
13784,OANN,bluebonnets4evr,1,Directed
13785,chakery,bluebonnets4evr,1,Directed
13786,realDonaldTrump,bluecatag,1,Directed
13787,AWeissmann_,bluedillygal,1,Directed
13788,realDonaldTrump,bluedog4beagles,1,Directed
13789,NAOKONO6,bluefac45067700,1,Directed
13790,RandPaul,bluemangos,1,Directed
13791,LLinWood,bluemoonrambler,1,Directed
13792,BrendanKeefe,blueninety90,1,Directed
13793,RedWingGrips,blueocean1084,1,Directed
13794,RepMattGaetz,blueocean1084,1,Directed
13795,gatewaypundit,blueocean1084,1,Directed
13796,LLinWood,bluerose33257,1,Directed
13797,coeurheureux,bluerose33257,1,Directed
13798,chadsdaddy,blueruby8,1,Directed
13799,SteveBing7,bluesbaby5050,1,Directed
13800,WingTrending,bluesbaby5050,1,Directed
13801,realDonaldTrump,bluesbaby5050,1,Directed
13802,realDonaldTrump,bluesingincat,1,Directed
13803,LLinWood,blusquirrel25,1,Directed
13804,gatewaypundit,blusquirrel25,1,Directed
13805,paulsperry_,blusquirrel25,1,Directed
13806,wemophil,bnutzy1,1,Directed
13807,thedailybeast,boatlena,1,Directed
13808,CodeMonkeyZ,boatner42,1,Directed
13809,RealMattCouch,boatszew,1,Directed
13810,realDonaldTrump,boatszew,1,Directed
13811,ChuckCallesto,bob_donoven,1,Directed
13812,SchmittNYC,bob_donoven,1,Directed
13813,marklevinshow,bob_golliver,1,Directed
13814,LouDobbs,bob_quartz,1,Directed
13815,jacknicas,bob_skelly,1,Directed
13816,johnxdesouza,bob_truett,1,Directed
13817,EmeraldRobinson,bobanderson77,1,Directed
13818,charliekirk11,bobanderson77,1,Directed
13819,EmeraldRobinson,bobandtracym,1,Directed
13820,JordanSchachtel,bobandtracym,1,Directed
13821,LouDobbs,bobandtracym,1,Directed
13822,charliekirk11,bobandtracym,1,Directed
13823,chiIIum,bobandtracym,1,Directed
13824,realDonaldTrump,bobberg19110252,1,Directed
13825,CharlesPHerring,bobbi1208,1,Directed
13826,DineshDSouza,bobbi1208,1,Directed
13827,dcexaminer,bobbi1208,1,Directed
13828,danielchaitin7,bobbiejorose482,1,Directed
13829,marklevinshow,bobbigirl033,1,Directed
13830,EmeraldRobinson,bobbin52,1,Directed
13831,paulsperry_,bobbin52,1,Directed
13832,realDonaldTrump,bobbio_roxana,1,Directed
13833,realDonaldTrump,bobbyhochu,1,Directed
13834,JohnFetterman,boandsunny,1,Directed
13835,TheRealKeean,bnutzy1,1,Directed
13836,CuriousRabitt,blust_dan,1,Directed
13837,theblaze,bnutt1232,1,Directed
13838,JohnBasham,bluwaters12,1,Directed
13839,Rothbard1776,bluwaters12,1,Directed
13840,kylenabecker,bluwaters12,1,Directed
13841,laurenboebert,bm6894,1,Directed
13842,cravecreative,bmacd777,1,Directed
13843,paulsperry_,bmacd777,1,Directed
13844,realDonaldTrump,bmanjad1,1,Directed
13845,CharlesPHerring,bmarchetti,1,Directed
13846,johnpavlovitz,bmargirl,1,Directed
13847,mikehermus,bmargirl,1,Directed
13848,realDonaldTrump,bmarzo,1,Directed
13849,SocialPowerOne1,bmaya8,1,Directed
13850,EmeraldRobinson,bmburkin1,1,Directed
13851,CodeMonkeyZ,bmdurg,1,Directed
13852,RealMattCouch,bmf0000,1,Directed
13853,EmeraldRobinson,bmiddle4,1,Directed
13854,bennyjohnson,bmikajohnson,1,Directed
13855,CodeMonkeyZ,bmmrdpla,1,Directed
13856,USATODAY,bmooney12341,1,Directed
13857,realDonaldTrump,bmoreira2006,1,Directed
13858,marklevinshow,bmouser76,1,Directed
13859,SchmittNYC,bmyska,1,Directed
13860,iheartmindy,bnr321982,1,Directed
13861,realDonaldTrump,bnumonic,1,Directed
13862,AOECOIN,bnutt1232,1,Directed
13863,LLinWood,bnutt1232,1,Directed
13864,PlaysTrumpCard,bnutt1232,1,Directed
13865,jessiprincey,bosley_kim,1,Directed
13866,McCormackJohn,bossfo2007,1,Directed
13867,jacknicas,browneyesbjk1,1,Directed
13868,ChanelRion,brickbymark,1,Directed
13869,realDonaldTrump,briandueitt,1,Directed
13870,LouDobbs,briangpaulesq,1,Directed
13871,jessbrandt,brianhill_53703,1,Directed
13872,CodeMonkeyZ,brianhund,1,Directed
13873,LLinWood,brianinIdaho,1,Directed
13874,realDonaldTrump,brianmarcum3,1,Directed
13875,LLinWood,brianoconnell42,1,Directed
13876,RobGerundo,brianoconnell42,1,Directed
13877,jennycohn1,brianpiero,1,Directed
13878,sandyleevincent,briansouth10,1,Directed
13879,gatewaypundit,brianstwitfeed,1,Directed
13880,danielchaitin7,brianyork,1,Directed
13881,tradefutur,briceGrelet,1,Directed
13882,JDRucker,brickbymark,1,Directed
13883,brendacanavas,brendacanavas,1,Directed
13884,LoriMillerTX1,brickbymark,1,Directed
13885,CodeMonkeyZ,bricon40,1,Directed
13886,SGirardau,bricon40,1,Directed
13887,EmeraldRobinson,bridgelinda11,1,Directed
13888,HowleyReporter,briez63,1,Directed
13889,JennaEllisEsq,briez63,1,Directed
13890,LouDobbs,briez63,1,Directed
13891,Robertl01464344,briez63,1,Directed
13892,jjauthor,brifothergill,1,Directed
13893,gatewaypundit,brigalswife,1,Directed
13894,OANN,bright_star45,1,Directed
13895,realDonaldTrump,brightersonic,1,Directed
13896,RedWingGrips,brightooth,1,Directed
13897,LaraLeaTrump,briandb03,1,Directed
13898,ClimateAudit,briancborders,1,Directed
13899,charliekirk11,brianb88y,1,Directed
13900,RandPaul,brian_winrow,1,Directed
13901,KelemenCari,brendalenfinger,1,Directed
13902,CMarley77gus,brendamarieward,1,Directed
13903,bennyjohnson,brendan_kelly9,1,Directed
13904,danielchaitin7,brendasbeck,1,Directed
13905,RedWingGrips,brendawho123,1,Directed
13906,realDonaldTrump,brengrpd88888,1,Directed
13907,clif_high,brenneman_the,1,Directed
13908,EpochTimes,brenner_colleen,1,Directed
13909,HowleyReporter,brenner_colleen,1,Directed
13910,KelemenCari,brenner_colleen,1,Directed
13911,boginjaproleca,brenner_colleen,1,Directed
13912,realDonaldTrump,brenoportorj,1,Directed
13913,CBCNews,brentwhite555,1,Directed
13914,MrStache9,brentwhite555,1,Directed
13915,RudyGiuliani,brentwhite555,1,Directed
13916,cravecreative,brentwhite555,1,Directed
13917,jennycohn1,bret_hitch,1,Directed
13918,LouDobbs,brett7three,1,Directed
13919,Rothbard1776,bretzky_99,1,Directed
13920,iheartmindy,brewer_pam,1,Directed
13921,charliekirk11,brewserkicks,1,Directed
13922,LLinWood,brexitdone2020,1,Directed
13923,khanbrexit,brexitisus,1,Directed
13924,LLinWood,brian14930998,1,Directed
13925,EvanAKilgore,brianLQMusic,1,Directed
13926,RandPaul,brian_bharbison,1,Directed
13927,charliekirk11,brian_bharbison,1,Directed
13928,danielchaitin7,brightooth,1,Directed
13929,naoyafujiwara,brilliant_arcs,1,Directed
13930,gatewaypundit,brimmy03,1,Directed
13931,LLinWood,brokenveteran2,1,Directed
13932,jennybethm,bronson69,1,Directed
13933,realDonaldTrump,bronson69,1,Directed
13934,DavidJHarrisJr,bronwyn1140,1,Directed
13935,_ROB_29,bronwyn1140,1,Directed
13936,paulsperry_,bronwyn1140,1,Directed
13937,andrewbostom,bronxbomberz00,1,Directed
13938,1lucyhannah,brookebaldwin21,1,Directed
13939,SidneyPowell1,brookebaldwin21,1,Directed
13940,TheRealKeean,brooklinjim,1,Directed
13941,T_S_P_O_O_K_Y,brooklyns_us,1,Directed
13942,george12026587,brooklyns_us,1,Directed
13943,livesmattershow,brooklyns_us,1,Directed
13944,AnnaApp91838450,brooksJR2448,1,Directed
13945,realDonaldTrump,brooks_shultz,1,Directed
13946,JacquiHeinrich,brooksea8,1,Directed
13947,ChuckCallesto,brotherlogan,1,Directed
13948,JoeShikhman,brotherlogan,1,Directed
13949,ChuckCallesto,brown8192,1,Directed
13950,John36733858,brown8192,1,Directed
13951,UnrollHelper,brown8192,1,Directed
13952,lawyer4laws,brown8192,1,Directed
13953,realDonaldTrump,brown_hl,1,Directed
13954,ElectionsCan_E,brown_uncle,1,Directed
13955,LLinWood,brown_uncle,1,Directed
13956,danielchaitin7,brownbeauty1120,1,Directed
13957,RudyGiuliani,browncow912111,1,Directed
13958,RudyGiuliani,browndogScoo,1,Directed
13959,EmeraldRobinson,bronson69,1,Directed
13960,KlasfeldReports,brokenbong,1,Directed
13961,TX_WalkerRanger,bringbacklogic_,1,Directed
13962,kylenabecker,brocky71099,1,Directed
13963,mattmargolis,bringbacklogic_,1,Directed
13964,EpochTimes,bringmecheese,1,Directed
13965,JustTheNews,bringmecheese,1,Directed
13966,LLinWood,bringmecheese,1,Directed
13967,AOECOIN,bringtheword,1,Directed
13968,LLinWood,bringtheword,1,Directed
13969,chuckwoolery,brink53d,1,Directed
13970,realDonaldTrump,brink53d,1,Directed
13971,LLinWood,briptiez,1,Directed
13972,ChanelRion,brit_916,1,Directed
13973,iheartmindy,britney4,1,Directed
13974,realDonaldTrump,britom1947,1,Directed
13975,revrrlewis,britsroadtrip,1,Directed
13976,realDonaldTrump,brittania_stevo,1,Directed
13977,EmeraldRobinson,brittasbits1,1,Directed
13978,JoeDanMedia,brittaskog,1,Directed
13979,Dreuz_1fo,britto_bernard,1,Directed
13980,LLinWood,brixsix,1,Directed
13981,johnxdesouza,brixsix,1,Directed
13982,CodeMonkeyZ,brizo52,1,Directed
13983,PrisonPlanet,brizo52,1,Directed
13984,gatewaypundit,brjiii,1,Directed
13985,realDonaldTrump,brjiii,1,Directed
13986,CodeMonkeyZ,brkay31,1,Directed
13987,kylenabecker,brmkrgm1,1,Directed
13988,realDonaldTrump,brn7027,1,Directed
13989,SchmittNYC,brocky71099,1,Directed
13990,EmeraldRobinson,brendakae42,1,Directed
13991,jessiprincey,brendabolen,1,Directed
13992,bluestein,bossfo2007,1,Directed
13993,kylegriffin1,bpsymington,1,Directed
13994,kelliekelly23,bpbogel,1,Directed
13995,realDonaldTrump,bpbogel,1,Directed
13996,RedWingGrips,bpet5460,1,Directed
13997,TX_WalkerRanger,bpet5460,1,Directed
13998,realDonaldTrump,bpet5460,1,Directed
13999,TeamTrump,bpfost1,1,Directed
14000,HeatherChilders,bpoppap,1,Directed
14001,carriesheffield,bpoppap,1,Directed
14002,Chicago1Ray,bpowers632,1,Directed
14003,LouDobbs,bpowers632,1,Directed
14004,chuckwoolery,bpowers632,1,Directed
14005,charliekirk11,bprater_2,1,Directed
14006,LLinWood,bprudenteTW,1,Directed
14007,CodeMonkeyZ,bpugpug7,1,Directed
14008,threadreaderapp,brenda_crooks,1,Directed
14009,LLinWood,bpugpug7,1,Directed
14010,RandPaul,bpugpug7,1,Directed
14011,EmeraldRobinson,bpwingman,1,Directed
14012,KelemenCari,bpz6961,1,Directed
14013,CBCNews,br0k3nhalos,1,Directed
14014,SidneyPowell1,br0kentopeace,1,Directed
14015,LLinWood,br41806241,1,Directed
14016,CodeMonkeyZ,br8kthematrix,1,Directed
14017,gatewaypundit,br8kthematrix,1,Directed
14018,realDonaldTrump,br8kthematrix,1,Directed
14019,EpochTimes,bra8cynth,1,Directed
14020,DarnelSugarfoo,braavosa,1,Directed
14021,RepMattGaetz,brabant_jerry,1,Directed
14022,RealVinnieJames,bozena_kania,1,Directed
14023,CarlosSimancas,bozena_kania,1,Directed
14024,realDonaldTrump,bozduguay,1,Directed
14025,LLinWood,boysqbs8and9,1,Directed
14026,EmeraldRobinson,boston4602,1,Directed
14027,glamelegance,boston_camera,1,Directed
14028,DanRodricks,bostonbev71,1,Directed
14029,Howe4Jesus,bostonbev71,1,Directed
14030,charliekirk11,bostonbev71,1,Directed
14031,realDonaldTrump,bostuf4,1,Directed
14032,marklevinshow,botella_roberto,1,Directed
14033,pimentonverde,botella_roberto,1,Directed
14034,EmeraldRobinson,botts_a,1,Directed
14035,RudyGiuliani,botts_a,1,Directed
14036,Braveheart_USA,boudjoume,1,Directed
14037,LLinWood,boudreaujs,1,Directed
14038,ScottFantasy,bouldercanyon6,1,Directed
14039,JohnBasham,boulogne123,1,Directed
14040,LLinWood,boulogne123,1,Directed
14041,davereaboi,boulogne123,1,Directed
14042,gatewaypundit,boulogne123,1,Directed
14043,MaxBlumenthal,bouttoie,1,Directed
14044,realDonaldTrump,bowhunter1982,1,Directed
14045,OANN,bowsimon,1,Directed
14046,SidneyPowell1,bowsimon,1,Directed
14047,T_S_P_O_O_K_Y,bowsimon,1,Directed
14048,EmeraldRobinson,boxerbuddy4,1,Directed
14049,lawyer4laws,boxhall,1,Directed
14050,CodeMonkeyZ,boyfollower1,1,Directed
14051,CodeMonkeyZ,boyi2009,1,Directed
14052,HowleyReporter,boyi2009,1,Directed
14053,RepMattGaetz,braceberg1,1,Directed
14054,jessiprincey,braceberg1,1,Directed
14055,MARTHADODD16,brad88222338,1,Directed
14056,_Daniher,braschen1,1,Directed
14057,JamesNavaCom,brass_piss,1,Directed
14058,CodeMonkeyZ,bratgrace1060,1,Directed
14059,DavidJHarrisJr,bratt_holli,1,Directed
14060,Frankz2137,brattybabe5,1,Directed
14061,kylegriffin1,bratz2you,1,Directed
14062,realDonaldTrump,braun_not_brown,1,Directed
14063,danielchaitin7,bravehart60,1,Directed
14064,realDonaldTrump,bravehart60,1,Directed
14065,lindyli,braythirteen,1,Directed
14066,jennycohn1,brazospix,1,Directed
14067,realDonaldTrump,brazycuh,1,Directed
14068,LLinWood,brc1014,1,Directed
14069,EvilGoodor,brcdale,1,Directed
14070,themarketswork,brea55055,1,Directed
14071,CodeMonkeyZ,breachdoctrine,1,Directed
14072,EmeraldRobinson,breadandsalad,1,Directed
14073,realDonaldTrump,breakaway661130,1,Directed
14074,ElectionsCan_E,breckmaxwell69,1,Directed
14075,jennybethm,breedaniels31,1,Directed
14076,LouDobbs,breelorenz17,1,Directed
14077,kelexoftn02,breezbyyou,1,Directed
14078,MaihenH,breiner98065096,1,Directed
14079,Mareq16,brenA_MOR,1,Directed
14080,charliekirk11,brenda29race,1,Directed
14081,CharlesPHerring,brenda_crooks,1,Directed
14082,charliekirk11,brenda_crooks,1,Directed
14083,chuckwoolery,brenda_crooks,1,Directed
14084,rising_serpent,brasiwaiian,1,Directed
14085,ThTh8888,braschen1,1,Directed
14086,realDonaldTrump,bradbo1,1,Directed
14087,DenSow57,braschen1,1,Directed
14088,EmeraldRobinson,bradc14,1,Directed
14089,realDonaldTrump,braden_shelton1,1,Directed
14090,RandPaul,bradleyp87,1,Directed
14091,michellemalkin,bradrush14,1,Directed
14092,bennyjohnson,bradyheather75,1,Directed
14093,TrumpFrance,brain_stimulus,1,Directed
14094,CodeMonkeyZ,brainengineer4,1,Directed
14095,AZGOP,brainey5,1,Directed
14096,CodeMonkeyZ,brainey5,1,Directed
14097,LLinWood,brainey5,1,Directed
14098,SidneyPowell1,brainey5,1,Directed
14099,carriesheffield,brainey5,1,Directed
14100,realDonaldTrump,brainey5,1,Directed
14101,realDonaldTrump,brainwormplus,1,Directed
14102,RudyGiuliani,brainyant,1,Directed
14103,realDonaldTrump,brand_Le4der,1,Directed
14104,realDonaldTrump,brandii_walker,1,Directed
14105,jaketapper,brandiskywalker,1,Directed
14106,realDonaldTrump,brandonM_007,1,Directed
14107,CodeMonkeyZ,brandon_pickens,1,Directed
14108,tedfrank,brandonalevey,1,Directed
14109,LouDobbs,brandondbailey,1,Directed
14110,CodeMonkeyZ,brandonorselli,1,Directed
14111,OANN,brandyshriver1,1,Directed
14112,PrayerHarbor,branicole,1,Directed
14113,catturd2,branicole,1,Directed
14114,LLinWood,brannon_debbie,1,Directed
14115,jennybethm,carrasquelmart,1,Directed
14116,JamesNavaCom,carret4_e,1,Directed
14117,SidneyPowell1,carretta42,1,Directed
14118,charliekirk11,chunke72,1,Directed
14119,RudyGiuliani,chukwuagoziem,1,Directed
14120,Alexblx,chump24042266,1,Directed
14121,JoeShikhman,chump24042266,1,Directed
14122,carriesheffield,chump24042266,1,Directed
14123,newhandle17,chump24042266,1,Directed
14124,realDonaldTrump,chump24042266,1,Directed
14125,EmeraldRobinson,chump_chum5,1,Directed
14126,realDonaldTrump,chumpsnot4biden,1,Directed
14127,DaveAtherton20,chungodungo,1,Directed
14128,LLinWood,chunheilee92,1,Directed
14129,LLinWood,chunhlam,1,Directed
14130,EmeraldRobinson,chunke72,1,Directed
14131,LLinWood,chunke72,1,Directed
14132,boxersforlife,chunkerman,1,Directed
14133,brunolp30,chronos92,1,Directed
14134,realDonaldTrump,church_america,1,Directed
14135,charliekirk11,chuska_2000,1,Directed
14136,OANN,chusource,1,Directed
14137,danielchaitin7,chusource,1,Directed
14138,jennybethm,chusource,1,Directed
14139,realDonaldTrump,chusrodri79,1,Directed
14140,realDonaldTrump,chvijose,1,Directed
14141,marklevinshow,chwiterbot650,1,Directed
14142,Sumerian0,chyx2007,1,Directed
14143,marklevinshow,cianciaru_,1,Directed
14144,EmeraldRobinson,ciaobella50,1,Directed
14145,LLinWood,ciaobella50,1,Directed
14146,realDonaldTrump,cibipyon,1,Directed
14147,LifeNewsHQ,chukwuagoziem,1,Directed
14148,realDonaldTrump,chukineger,1,Directed
14149,jennybethm,chugi3,1,Directed
14150,deanknudson,chugi3,1,Directed
14151,TheRealKeean,chrysoils1,1,Directed
14152,MacmillanNigel,chrysostrom,1,Directed
14153,PrisonPlanet,chrysostrom,1,Directed
14154,bizlet7,chrysostrom,1,Directed
14155,jennycohn1,chrysostrom,1,Directed
14156,kylenabecker,chrysostrom,1,Directed
14157,realDonaldTrump,chrysostrom,1,Directed
14158,BorisEP,chs255,1,Directed
14159,RepMattGaetz,chs255,1,Directed
14160,Rothbard1776,chs255,1,Directed
14161,realDonaldTrump,chs255,1,Directed
14162,gatewaypundit,chsettle314,1,Directed
14163,ASimplePatriot,chuanfa71,1,Directed
14164,opropriofaka,chuansophia,1,Directed
14165,CodeMonkeyZ,chubbs765,1,Directed
14166,GregRubini,chubbs765,1,Directed
14167,jsolomonReports,chubbs765,1,Directed
14168,news_ntd,chubbs765,1,Directed
14169,cocando,chuchiputin,1,Directed
