,Source,Target,Weight,Type
54102,NetworksManager,Sovereign4USA,1,Directed
54103,ZoeTillman,Sovereign4USA,1,Directed
54104,gatewaypundit,SovranitaLavoro,1,Directed
54105,LouDobbs,Soxwschamps,1,Directed
54106,LouDobbs,SpoonerEdith,1,Directed
54107,GenFlynn,SoyLibre333,1,Directed
54108,OANN,SoyLibre333,1,Directed
54109,realDonaldTrump,SoyLibre333,1,Directed
54110,realDonaldTrump,SoyNinna,1,Directed
54111,JamesNavaCom,SoyRobotico,1,Directed
54112,Ramnier,Soyvenezuela99,1,Directed
54113,EpochTimes,SozoConnie,1,Directed
54114,charliekirk11,Sp8te,1,Directed
54115,HD283271,SpManos,1,Directed
54116,jennycohn1,SpaceClown,1,Directed
54117,CodeMonkeyZ,SpaceFromGreece,1,Directed
54118,LLinWood,SpaceforceC,1,Directed
54119,jsolomonReports,SpaceforceC,1,Directed
54120,LLinWood,SouthernBoi1986,1,Directed
54121,realDonaldTrump,Souther88132052,1,Directed
54122,gatewaypundit,Souther78282345,1,Directed
54123,EmeraldRobinson,Souther78282345,1,Directed
54124,CodeMonkeyZ,Sosophi9,1,Directed
54125,CryptoPromoter4,Sosophi9,1,Directed
54126,GaetzTakes,Sosophi9,1,Directed
54127,LaraLeaTrump,Sosophi9,1,Directed
54128,realDonaldTrump,Sosophi9,1,Directed
54129,Gothamresist,Sosouthern19,1,Directed
54130,HowleyReporter,Sosouthern19,1,Directed
54131,LLinWood,Sosouthern19,1,Directed
54132,LouDobbs,Sosouthern19,1,Directed
54133,GenFlynn,SossityX,1,Directed
54134,CodeMonkeyZ,SotanodeJ,1,Directed
54135,gatewaypundit,SotanodeJ,1,Directed
54136,samanthamarika1,SotanodeJ,1,Directed
54137,realDonaldTrump,SoteriaLove,1,Directed
54138,jsolomonReports,SototG,1,Directed
54139,realDonaldTrump,SouOLuisEuSou,1,Directed
54140,realDonaldTrump,Soujuk_M,1,Directed
54141,CodeMonkeyZ,SoulMillenial,1,Directed
54142,CodeMonkeyZ,SoulQurious,1,Directed
54143,rainnwilson,SoulSuga309,1,Directed
54144,EmeraldRobinson,Soulkiss15,1,Directed
54145,peterbakernyt,SoundSide24,1,Directed
54146,gatewaypundit,SousaVavo,1,Directed
54147,charliekirk11,SouthFlorida2A,1,Directed
54148,LLinWood,SouthGalMotifs,1,Directed
54149,JDRucker,SouthProphet,1,Directed
54150,RealScarey,SouthProphet,1,Directed
54151,AWeissmann_,SpacewaysTravel,1,Directed
54152,SidneyPowell1,SpaceyBeach,1,Directed
54153,rainnwilson,SpaghettiheadE,1,Directed
54154,EmeraldRobinson,Spazz_C33,1,Directed
54155,LLinWood,Speak21891638,1,Directed
54156,LouDobbs,Speak21891638,1,Directed
54157,EpochTimes,SpeakJustice12,1,Directed
54158,GeneraalSpoor4a,SpeakeasyJames,1,Directed
54159,TimRunsHisMouth,SpeakinFromTN,1,Directed
54160,danielchaitin7,Speedman0315,1,Directed
54161,HouseCracka,Speers137,1,Directed
54162,LLinWood,SpektralHeart,1,Directed
54163,WendyRogersAZ,SpenceRogers,1,Directed
54164,TheRealKeean,Spencer0070,1,Directed
54165,gatewaypundit,SpencerHart2,1,Directed
54166,LLinWood,SpencerShuppy,1,Directed
54167,theblaze,SpencerShuppy,1,Directed
54168,JamesNavaCom,Spes2404,1,Directed
54169,CodeMonkeyZ,Spezial_1967,1,Directed
54170,senatormelendez,SpicerJudy,1,Directed
54171,Styx666Official,SpiceyWombat,1,Directed
54172,EmeraldRobinson,Spike27183146,1,Directed
54173,TheRealKeean,Spin_Assassin,1,Directed
54174,realDonaldTrump,SpiralSquirrel,1,Directed
54175,KLOEBLACK,Spiralprofesora,1,Directed
54176,HowleyReporter,SpiritofR,1,Directed
54177,EmeraldRobinson,SpiritofRacerX,1,Directed
54178,EmeraldRobinson,Spitfire073,1,Directed
54179,jordansarmo,Spitfire073,1,Directed
54180,GenFlynn,SpncrStewart,1,Directed
54181,gatewaypundit,Spongeb26421118,1,Directed
54182,CodeMonkeyZ,Speaakn,1,Directed
54183,CodeMonkeyZ,SpazzRas,1,Directed
54184,realDonaldTrump,SpaleniakJulita,1,Directed
54185,vicksiern,Spaztic1213Ck,1,Directed
54186,realDonaldTrump,SpamFly,1,Directed
54187,realDonaldTrump,Spang62,1,Directed
54188,KlasfeldReports,SpanglishGuiri,1,Directed
54189,catturd2,SpankyTucker,1,Directed
54190,realDonaldTrump,SpankyTucker,1,Directed
54191,elisa1121,SparQinator,1,Directed
54192,realDonaldTrump,SparkEmerald,1,Directed
54193,gatewaypundit,Sparkle6892,1,Directed
54194,CodeMonkeyZ,SparksRepWomen,1,Directed
54195,davereaboi,SparksRepWomen,1,Directed
54196,EmeraldRobinson,Sparky9900,1,Directed
54197,CodeMonkeyZ,SparkyJames84,1,Directed
54198,LouDobbs,SparkyJames84,1,Directed
54199,SidneyPowell1,SparkyJames84,1,Directed
54200,gatewaypundit,SparkyJames84,1,Directed
54201,michellemalkin,SparkyJames84,1,Directed
54202,realDonaldTrump,SparkyMAGA,1,Directed
54203,LLinWood,Sparkyquicktof2,1,Directed
54204,CodeMonkeyZ,SparraU,1,Directed
54205,LLinWood,Sparrow19939487,1,Directed
54206,CodeMonkeyZ,Sparty222,1,Directed
54207,EpochTimes,Sparty222,1,Directed
54208,SidneyPowell1,Sparty222,1,Directed
54209,charliekirk11,Sparty222,1,Directed
54210,rising_serpent,SpartyGirl03,1,Directed
54211,ElectionsCan_E,Spawn9mm,1,Directed
54212,chuckwoolery,Spaz_A_TAC,1,Directed
54213,GenFlynn,Susan36495963,1,Directed
54214,CodeMonkeyZ,Susan58128393,1,Directed
54215,JustTheNews,Roger6216,1,Directed
54216,StacyHerndon10,TavorX95,1,Directed
54217,charliekirk11,TassinSerge,1,Directed
54218,DarnelSugarfoo,Taswell_,1,Directed
54219,SchmittNYC,Tates210,1,Directed
54220,realDonaldTrump,TatiRisaralda,1,Directed
54221,realDonaldTrump,Tatiana90234871,1,Directed
54222,leonline2000,TatoskyD,1,Directed
54223,AKA_RealDirty,Tatudjt1,1,Directed
54224,LouDobbs,TatyanaIavorski,1,Directed
54225,davidwebbshow,TatyanaIavorski,1,Directed
54226,CodeMonkeyZ,TauMedeiros,1,Directed
54227,Lukewearechange,Taurevanime,1,Directed
54228,TrevorSutcliffe,Taurevanime,1,Directed
54229,MissMaga2016,Tav144,1,Directed
54230,mpukita,TavorX95,1,Directed
54231,RealMattCouch,Tazmanian5,1,Directed
54232,LLinWood,TawneyMorgan3,1,Directed
54233,RealScarey,TawnieRaabe,1,Directed
54234,CodeMonkeyZ,TawnyaMorrow4,1,Directed
54235,CodeMonkeyZ,TaxiChrisFNDT,1,Directed
54236,DavidJHarrisJr,TaxiCrabb,1,Directed
54237,Kacey12,Taximom4ever,1,Directed
54238,kylenabecker,Taximom4ever,1,Directed
54239,AWeissmann_,Tayhudson,1,Directed
54240,TheRealKeean,TaylorCtaylor67,1,Directed
54241,realDonaldTrump,TaylorTuri,1,Directed
54242,CodeMonkeyZ,Tazatator,1,Directed
54243,IdaFlo,Tazatator,1,Directed
54244,EmeraldRobinson,Tazmanian5,1,Directed
54245,realDonaldTrump,Tarzaniran,1,Directed
54246,LouDobbs,TarterJackie,1,Directed
54247,stphnfwlr,TarotofDeath,1,Directed
54248,JohnMappin,TarotKat,1,Directed
54249,realDonaldTrump,TangoPassion1,1,Directed
54250,ScotJock,TankesmedjanX7,1,Directed
54251,EmeraldRobinson,Tanner2662,1,Directed
54252,CodeMonkeyZ,Tanukireader,1,Directed
54253,chuckwoolery,Tanya14437892,1,Directed
54254,RudyGiuliani,Tanya25218047,1,Directed
54255,EmeraldRobinson,TanyaFoxjunkie,1,Directed
54256,RedWingGrips,TanyaFoxjunkie,1,Directed
54257,jessiprincey,TanyaFoxjunkie,1,Directed
54258,bluestein,TanyaGrahamDVM,1,Directed
54259,EvanAKilgore,TanyaMorris127,1,Directed
54260,AWeissmann_,TapeGeri,1,Directed
54261,jjauthor,Tapioca12,1,Directed
54262,ZbigniewKozlow,Taplarski_Dziad,1,Directed
54263,CodeMonkeyZ,TarHeelBlueSky,1,Directed
54264,RealMattCouch,Tara69055671,1,Directed
54265,LLinWood,TaraLuge,1,Directed
54266,realDonaldTrump,TaraLuge,1,Directed
54267,DineshDSouza,TaraSak11,1,Directed
54268,realDonaldTrump,TaraSchn,1,Directed
54269,washingtonpost,Taragolf1,1,Directed
54270,EmeraldRobinson,TarheelCJC,1,Directed
54271,HowleyReporter,Tarheel_1776,1,Directed
54272,SexCounseling,TariRiddle,1,Directed
54273,alainthibaut1,TariRiddle,1,Directed
54274,realDonaldTrump,TariRiddle,1,Directed
54275,RandPaul,TarlReynoso,1,Directed
54276,RandPaul,Tazmanian5,1,Directed
54277,RudyGiuliani,Tazmanian5,1,Directed
54278,BoSnerdley,TedtmanCarrie,1,Directed
54279,RepMattGaetz,TedBarker14,1,Directed
54280,realDonaldTrump,TeacherResearc1,1,Directed
54281,rainnwilson,TeacherTabithaE,1,Directed
54282,LLinWood,Team3len,1,Directed
54283,realDonaldTrump,TeamEconReport,1,Directed
54284,jennycohn1,TeamJakeAbbey,1,Directed
54285,senatormelendez,TeamRhinoYo,1,Directed
54286,CodeMonkeyZ,TeammateKelttab,1,Directed
54287,LLinWood,TebbsCarly,1,Directed
54288,CodeMonkeyZ,TechTuber1,1,Directed
54289,rising_serpent,TechchartKk,1,Directed
54290,CREWcrew,Ted18641,1,Directed
54291,EmeraldRobinson,TedBBaxter,1,Directed
54292,LouDobbs,TedBarker14,1,Directed
54293,Rothbard1776,TedBrewer13,1,Directed
54294,SidneyPowell1,Tazmanian5,1,Directed
54295,AlphaNewsMN,TedJoy71,1,Directed
54296,LLinWood,TedJoy71,1,Directed
54297,JodySchwartz601,TedRFlores,1,Directed
54298,KatieDaviscourt,TedRFlores,1,Directed
54299,OANN,TedRFlores,1,Directed
54300,TheRealKeean,TedStriker33,1,Directed
54301,RealMattCouch,Teddy93410719,1,Directed
54302,TX_WalkerRanger,Teddy93410719,1,Directed
54303,DavidJHarrisJr,TeddyD74794010,1,Directed
54304,EmeraldRobinson,TeddyD74794010,1,Directed
54305,LouDobbs,TeddyD74794010,1,Directed
54306,RedWingGrips,TeddyisaSaint1,1,Directed
54307,DavidJHarrisJr,TeddysDogMom,1,Directed
54308,realDonaldTrump,TeacherRemote,1,Directed
54309,EmeraldRobinson,TeacherRemote,1,Directed
54310,zettemom,TeachUSAHistory,1,Directed
54311,EmeraldRobinson,TeachUSAHistory,1,Directed
54312,glennbeck,TazzTerrier,1,Directed
54313,DavidJHarrisJr,Tbaglady,1,Directed
54314,LLinWood,Tbaglady,1,Directed
54315,charliekirk11,Tbaglady,1,Directed
54316,realDonaldTrump,Tbig48,1,Directed
54317,Ramnier,TblacksheepT,1,Directed
54318,BMFORAMERICA45,Tcat2760,1,Directed
54319,realDonaldTrump,Tcat2760,1,Directed
54320,gatewaypundit,TccBacker44,1,Directed
54321,realDonaldTrump,Tcee_6fo,1,Directed
54322,PAHouseGOP,Tcswonders,1,Directed
54323,RealMattCouch,Tcswonders,1,Directed
54324,charliekirk11,Tcswonders,1,Directed
54325,TheMikelCrump,TdAmerican,1,Directed
54326,realDonaldTrump,TdWhi,1,Directed
54327,ali,Tdawg79977643,1,Directed
54328,LLinWood,TeDeumBlog,1,Directed
54329,ChanelRion,TeLeBe9,1,Directed
54330,charliekirk11,TeLeBe9,1,Directed
54331,emeriticus,TeLeBe9,1,Directed
54332,realDonaldTrump,TeLeBe9,1,Directed
54333,CodeMonkeyZ,TeaBird52,1,Directed
54334,EmeraldRobinson,TeaBird52,1,Directed
54335,PAHouseGOP,TeaBird52,1,Directed
54336,ChuckCallesto,TeaPartier_Al,1,Directed
54337,johnpavlovitz,TeaVee29,1,Directed
54338,denverpost,TeachHope4,1,Directed
54339,charliekirk11,TangoPassion1,1,Directed
54340,threadreaderapp,TangRoy17,1,Directed
54341,realDonaldTrump,TangRoy17,1,Directed
54342,realDonaldTrump,TalbertMarshal1,1,Directed
54343,ElectionsCan_E,TacticalXl,1,Directed
54344,charliekirk11,TadHasse,1,Directed
54345,EmeraldRobinson,Tah72388211,1,Directed
54346,realDonaldTrump,Taka00882827,1,Directed
54347,LaraLeaTrump,Takako_eco_,1,Directed
54348,OANN,TakamitsuSaigo,1,Directed
54349,davereaboi,TakamitsuSaigo,1,Directed
54350,realDonaldTrump,TakeJapper1,1,Directed
54351,CodeMonkeyZ,TakeThaPowerBak,1,Directed
54352,ABC,TakeshiTakumi,1,Directed
54353,leonline2000,Takiones,1,Directed
54354,Rumbo_Libertad,TalKey017,1,Directed
54355,SidneyPowell1,TalaricoDavid,1,Directed
54356,LouDobbs,TalcottTodd,1,Directed
54357,jennycohn1,TangRoy17,1,Directed
54358,SidneyPowell1,Taleo_17,1,Directed
54359,realDonaldTrump,Talitha4Trump,1,Directed
54360,LLinWood,Taljr,1,Directed
54361,marklevinshow,Talkeetna101,1,Directed
54362,ChanelRion,TalkingPointz2,1,Directed
54363,CodeMonkeyZ,TallirisCynthia,1,Directed
54364,EmeraldRobinson,Talliso08277958,1,Directed
54365,theblaze,Tallulah_River,1,Directed
54366,AlmondFeel,Tam16601,1,Directed
54367,DrEtiquette,Tam16601,1,Directed
54368,LLinWood,Tam16601,1,Directed
54369,1lucyhannah,TamMetcalf,1,Directed
54370,CodeMonkeyZ,TamMetcalf,1,Directed
54371,TX_WalkerRanger,Taco_LV,1,Directed
54372,LLinWood,Taco_LV,1,Directed
54373,ChuckCallesto,Taco_LV,1,Directed
54374,jennycohn1,TacoTuit,1,Directed
54375,SidneyPowell1,TXdancemom,1,Directed
54376,LLinWood,TXnewstime,1,Directed
54377,EmeraldRobinson,TXpoliticalGirl,1,Directed
54378,EmeraldRobinson,TXwarriorGiGi,1,Directed
54379,charliekirk11,TXwarriorGiGi,1,Directed
54380,TheRealKeean,TYKZaDVxZWTxaOt,1,Directed
54381,LLinWood,TYRONE_FROM_ATL,1,Directed
54382,CodeMonkeyZ,TY_Vets_Police,1,Directed
54383,PrisonPlanet,TY_Vets_Police,1,Directed
54384,realDonaldTrump,TYrvmxBRZ80e6wm,1,Directed
54385,samanthamarika1,TZB26866970,1,Directed
54386,Bewillysodak,T_Bone2332,1,Directed
54387,LLinWood,T_Bone2332,1,Directed
54388,RepMattGaetz,T_Bone2332,1,Directed
54389,TX_WalkerRanger,T_Bone2332,1,Directed
54390,charliekirk11,T_Bone2332,1,Directed
54391,jennybethm,T_Bone2332,1,Directed
54392,gatewaypundit,T_Lynn05,1,Directed
54393,lilo623,T_REX77,1,Directed
54394,LouDobbs,T_nezzy77,1,Directed
54395,LLinWood,TaMooreGB,1,Directed
54396,CodeMonkeyZ,TabbRow,1,Directed
54397,charliekirk11,TabbRow,1,Directed
54398,jennycohn1,Tabbersman,1,Directed
54399,realDonaldTrump,TabinKimberly,1,Directed
54400,Amy_Siskind,TabithaStevens8,1,Directed
54401,SidneyPowell1,Tabitweet,1,Directed
54402,SteveBing7,TamMetcalf,1,Directed
54403,bennyjohnson,TamMetcalf,1,Directed
54404,charliekirk11,TamMetcalf,1,Directed
54405,realDonaldTrump,TammyBr48675861,1,Directed
54406,dcexaminer,TammyFchs,1,Directed
54407,charliekirk11,TammyJo15441868,1,Directed
54408,gatewaypundit,TammyJolle,1,Directed
54409,EmeraldRobinson,TammyLVanni,1,Directed
54410,GenFlynn,TammyO_RN,1,Directed
54411,JohnBasham,TammyO_RN,1,Directed
54412,cain_nate,TammyO_RN,1,Directed
54413,jsolomonReports,TammyRi12103289,1,Directed
54414,gatewaypundit,TammyStanford12,1,Directed
54415,realDonaldTrump,TammySu69755040,1,Directed
54416,PAHouseGOP,Tammy_Killebrew,1,Directed
54417,charliekirk11,Tammy_Killebrew,1,Directed
54418,iheartmindy,Tammy_Killebrew,1,Directed
54419,LLinWood,Tammyst92411206,1,Directed
54420,gatewaypundit,TampaSueG,1,Directed
54421,Dlw20161950,Tamrasample5,1,Directed
54422,ChanelRion,TamsManke,1,Directed
54423,realDonaldTrump,Tamtam37585422,1,Directed
54424,LLinWood,TamzDam,1,Directed
54425,markxhu,TamzDam,1,Directed
54426,mpukita,TamzDam,1,Directed
54427,realDonaldTrump,TanMvn,1,Directed
54428,LLinWood,TanStaAfL_VA,1,Directed
54429,LivePDDave1,TancerkaS,1,Directed
54430,SaraCarterDC,TancerkaS,1,Directed
54431,LLinWood,TangRoy17,1,Directed
54432,RedWingGrips,TangRoy17,1,Directed
54433,HowleyReporter,TammyFchs,1,Directed
54434,LLinWood,Tammy8893,1,Directed
54435,realDonaldTrump,TamTam34901315,1,Directed
54436,Rasmussen_Poll,Tammy11361784,1,Directed
54437,ThunderB,TamaraGala6,1,Directed
54438,danielchaitin7,TamaraGardner33,1,Directed
54439,LouDobbs,TamaraInphilly,1,Directed
54440,MichaelCoudrey,TamaraInphilly,1,Directed
54441,emeriticus,TamaraInphilly,1,Directed
54442,jennycohn1,TamaraJResists,1,Directed
54443,LifeNewsHQ,Tamarockalane,1,Directed
54444,gatewaypundit,Tamarockalane,1,Directed
54445,VctorAtencioG,Tambora135,1,Directed
54446,EmeraldRobinson,Tamgargone,1,Directed
54447,realDonaldTrump,Tamgargone,1,Directed
54448,charliekirk11,TamiBur73226852,1,Directed
54449,JustTheNews,TamiMyers10,1,Directed
54450,gatewaypundit,TamiWami69,1,Directed
54451,grindingdude,TamiWami69,1,Directed
54452,BoogerKlaus,TamieKotowski,1,Directed
54453,OANN,TamieKotowski,1,Directed
54454,TeamTrump,TamieKotowski,1,Directed
54455,realDonaldTrump,TammiLynne3,1,Directed
54456,chuckwoolery,TammieMcDonal17,1,Directed
54457,jsolomonReports,TammieTanner17,1,Directed
54458,jennybethm,TammieWorks,1,Directed
54459,RudyGiuliani,Tammie_noosey1,1,Directed
54460,ChuckCallesto,Tammihazard2,1,Directed
54461,LLinWood,Tammihazard2,1,Directed
54462,RealOmarNavarro,Tammihazard2,1,Directed
54463,gatewaypundit,Tammihazard2,1,Directed
54464,catturd2,TeddysDogMom,1,Directed
54465,realDonaldTrump,TedtmanCarrie,1,Directed
54466,JennaEllisEsq,Susan58128393,1,Directed
54467,SidneyPowell1,Tetta_R,1,Directed
54468,OANN,TerrysLady4Life,1,Directed
54469,realDonaldTrump,TerrysLady4Life,1,Directed
54470,EmeraldRobinson,Tes450,1,Directed
54471,RudyGiuliani,Tes450,1,Directed
54472,danielchaitin7,Tes450,1,Directed
54473,jsolomonReports,Tes450,1,Directed
54474,charliekirk11,TessMJordan,1,Directed
54475,andrewbostom,TessaMellark,1,Directed
54476,realDonaldTrump,TessaMellark,1,Directed
54477,EmeraldRobinson,Testaclease5,1,Directed
54478,JayjayTeejay,Testaclease5,1,Directed
54479,GavinWax,Testing11311,1,Directed
54480,JDRucker,Tetsuyama511,1,Directed
54481,LLinWood,TexCIS,1,Directed
54482,ChanelRion,TexanVotes,1,Directed
54483,PrisonPlanet,TexCIS,1,Directed
54484,SidneyPowell1,TexCIS,1,Directed
54485,gatewaypundit,TexCIS,1,Directed
54486,laststandofusa,TexCIS,1,Directed
54487,shortman5427,TexGEOas,1,Directed
54488,realDonaldTrump,TexGal4Life,1,Directed
54489,oneunderscore__,TexHellCat,1,Directed
54490,qragu,TexM0,1,Directed
54491,OANN,TexTerri,1,Directed
54492,GrahamAllen_1,Texan2A,1,Directed
54493,realDonaldTrump,Texan81,1,Directed
54494,CodeMonkeyZ,TexanBeauty86,1,Directed
54495,DebbieAAldrich,TexanBeauty86,1,Directed
54496,EmeraldRobinson,Terrygtz,1,Directed
54497,realDonaldTrump,Terrye_,1,Directed
54498,RedWingGrips,Terrye_,1,Directed
54499,EmeraldRobinson,Terrye_,1,Directed
54500,SidneyPowell1,TerriMS_Fighter,1,Directed
54501,EmeraldRobinson,TerriSueMonark,1,Directed
54502,SidneyPowell1,TerrieJ16395145,1,Directed
54503,ddale8,Terry53502902,1,Directed
54504,EmeraldRobinson,Terry6969696,1,Directed
54505,kylenabecker,Terry721831,1,Directed
54506,kfobbs,Terry814,1,Directed
54507,iheartmindy,TerryB11892945,1,Directed
54508,EmeraldRobinson,TerryCampagna5,1,Directed
54509,OANN,TerryCampagna5,1,Directed
54510,lienomail,TerryFulltel,1,Directed
54511,EmeraldRobinson,TerryH430,1,Directed
54512,MyBrianLeyh,TerryH430,1,Directed
54513,SidneyPowell1,TerryH430,1,Directed
54514,TX_WalkerRanger,TerryH430,1,Directed
54515,charliekirk11,TerryH430,1,Directed
54516,paulsperry_,TerryHammons1,1,Directed
54517,realDonaldTrump,TerryLeung3,1,Directed
54518,realDonaldTrump,TerryLewisJr2,1,Directed
54519,realDonaldTrump,TerryMJacksonSr,1,Directed
54520,SidneyPowell1,TerryMa93833624,1,Directed
54521,realDonaldTrump,TerryMulkey,1,Directed
54522,Jim_Jordan,TerryMurdock4,1,Directed
54523,charliekirk11,TerryNPirates,1,Directed
54524,gatewaypundit,TerryStorey4,1,Directed
54525,paulsperry_,TerryWRobertson,1,Directed
54526,CodeMonkeyZ,Terrye_,1,Directed
54527,KelemenCari,TexanUSAProud,1,Directed
54528,gatewaypundit,Texan_28,1,Directed
54529,LLinWood,Tee168,1,Directed
54530,realDonaldTrump,Thankgodmunachi,1,Directed
54531,HeshmatAlavi,Th3Resist4nc3,1,Directed
54532,ACTBrigitte,Th3_An0nym0u5_,1,Directed
54533,RudyGiuliani,Th3_An0nym0u5_,1,Directed
54534,TheRealKeean,Th3_An0nym0u5_,1,Directed
54535,JoeShikhman,ThOmGilmOre,1,Directed
54536,OANN,ThOmGilmOre,1,Directed
54537,tedlieu,Tha_Dandy_Dr,1,Directed
54538,LLinWood,ThadCook3,1,Directed
54539,LLinWood,Thai_X_gabl,1,Directed
54540,Ramnier,Thais_Perez12,1,Directed
54541,Bret_Sears,ThankQUniverse,1,Directed
54542,gatewaypundit,ThankQUniverse,1,Directed
54543,TroubleNameis,Thankful4Usa,1,Directed
54544,Rothbard1776,That1guyStill,1,Directed
54545,RedWingGrips,TexansLoveTrump,1,Directed
54546,EmeraldRobinson,ThatBearIsMe,1,Directed
54547,LLinWood,ThatBearIsMe,1,Directed
54548,ChanelRion,ThatBenPeters,1,Directed
54549,Bret_Sears,ThatCanuckchik,1,Directed
54550,RealCoachClay,ThatCanuckchik,1,Directed
54551,SchmittNYC,ThatCanuckchik,1,Directed
54552,EmeraldRobinson,ThatCatGirl,1,Directed
54553,SidneyPowell1,ThatGirl1965,1,Directed
54554,DavidJHarrisJr,ThatHmmmmm,1,Directed
54555,ChuckCallesto,ThatHowieHowell,1,Directed
54556,LLinWood,ThatHowieHowell,1,Directed
54557,CodeMonkeyZ,ThatParentP4P,1,Directed
54558,RedWingGrips,Thatsalrighty,1,Directed
54559,BrianTKennedy1,Tgvb22103860,1,Directed
54560,charliekirk11,Tgretski,1,Directed
54561,KanekoaTheGreat,Tgretski,1,Directed
54562,realDonaldTrump,TfgnurseFlorida,1,Directed
54563,charliekirk11,TexansLoveTrump,1,Directed
54564,MattGertz,TexansRevolt,1,Directed
54565,LLinWood,Texas20204,1,Directed
54566,EmeraldRobinson,TexasAmerica,1,Directed
54567,JohnBasham,TexasBelle12,1,Directed
54568,LLinWood,TexasBelle12,1,Directed
54569,bennyjohnson,TexasBelle12,1,Directed
54570,ChuckCallesto,TexasDuke2,1,Directed
54571,marklevinshow,TexasDuke2,1,Directed
54572,ElectionsCan_E,TexasGi29662436,1,Directed
54573,realDonaldTrump,TexasHauteness,1,Directed
54574,danielchaitin7,TexasKath,1,Directed
54575,RudyGiuliani,TexasMelissaA,1,Directed
54576,Rasmussen_Poll,TexasNative4DJT,1,Directed
54577,LLinWood,TexasPatrioteer,1,Directed
54578,EmeraldRobinson,TexasQueen8,1,Directed
54579,OANN,TexasRN6,1,Directed
54580,EmeraldRobinson,TexasRhondaD,1,Directed
54581,LLinWood,TexasRhondaD,1,Directed
54582,SidneyPowell1,TexasRhondaD,1,Directed
54583,realDonaldTrump,TexasRose4499,1,Directed
54584,RudyGiuliani,TexasTrumpGirl,1,Directed
54585,GenFlynn,Texasexpatriate,1,Directed
54586,TeamTrump,Texasgavit,1,Directed
54587,CodeMonkeyZ,Texaslgs,1,Directed
54588,EmeraldRobinson,TexasteaPeggy,1,Directed
54589,LouDobbs,Texian_1836,1,Directed
54590,SidneyPowell1,TerriBarrett,1,Directed
54591,marklevinshow,TerriAtl,1,Directed
54592,PandaTribune,TerriAtl,1,Directed
54593,LiberalHivemind,TequilaJane3,1,Directed
54594,gatewaypundit,TemparioPatriot,1,Directed
54595,LLinWood,Templar1960,1,Directed
54596,CodeMonkeyZ,Tenaj39239275,1,Directed
54597,EmeraldRobinson,Tenn1796,1,Directed
54598,charliekirk11,TennesseeAubie,1,Directed
54599,CodeMonkeyZ,TennesseeMAGA13,1,Directed
54600,EmeraldRobinson,Tennessee_Bones,1,Directed
54601,LizRNC,Tennessee_Bones,1,Directed
54602,LLinWood,Tennesseehillb2,1,Directed
54603,CodeMonkeyZ,Tennisfan1963,1,Directed
54604,sprzyslp,Tentoads4truth,1,Directed
54605,LLinWood,TeoGuzman63,1,Directed
54606,realDonaldTrump,TeoTodorov4,1,Directed
54607,LLinWood,Tera78115783,1,Directed
54608,LLinWood,TerriAtl,1,Directed
54609,murray_nyc,Teram323Tere,1,Directed
54610,AaronOtsuka,Teraneko_Calico,1,Directed
54611,iheartmindy,Terdizzel,1,Directed
54612,HowleyReporter,Terence,1,Directed
54613,RudyGiuliani,TeresaAStewart1,1,Directed
54614,bennyjohnson,TeresaAStewart1,1,Directed
54615,rising_serpent,TeresaAStewart1,1,Directed
54616,PandaTribune,TeresaAnnAllman,1,Directed
54617,TeamTrump,TeresaAnnAllman,1,Directed
54618,SchmittNYC,TeresaBJ59,1,Directed
54619,realDonaldTrump,TeresaBJ59,1,Directed
54620,EmeraldRobinson,TeresaBMiller1,1,Directed
54621,CodeMonkeyZ,TeresaBob,1,Directed
54622,kelly2277,TelvinGriffin,1,Directed
54623,FrancisJeffrey7,Tellitl58480921,1,Directed
54624,HD283271,TellerCheryl,1,Directed
54625,GenFlynn,TellerCheryl,1,Directed
54626,gatewaypundit,Tee168,1,Directed
54627,GenFlynn,Tee929,1,Directed
54628,RandPaul,Tee929,1,Directed
54629,APFactCheck,TeeBern,1,Directed
54630,EmeraldRobinson,TeeKaay10,1,Directed
54631,EmeraldRobinson,TeeRex196923,1,Directed
54632,kylenabecker,TeeRex196923,1,Directed
54633,HowleyReporter,TeeRom56,1,Directed
54634,LLinWood,Teebaby19588204,1,Directed
54635,paulsperry_,Teebaby19588204,1,Directed
54636,gatewaypundit,Teebeeschmoop,1,Directed
54637,marklevinshow,TeedIsMe,1,Directed
54638,LLinWood,TeenBo,1,Directed
54639,SooksThe,TegoArcanaDei,1,Directed
54640,Merkabah31,Tejaspro1,1,Directed
54641,CodeMonkeyZ,Tek_Roo,1,Directed
54642,CodeMonkeyZ,TelemachusXI,1,Directed
54643,LokiJulianus,TelemachusXI,1,Directed
54644,senatormelendez,TelemachusXI,1,Directed
54645,patrickdmarley,Telephile,1,Directed
54646,realDonaldTrump,TellNeo,1,Directed
54647,RandPaul,TellThe77758962,1,Directed
54648,bluestein,TellTheTruth065,1,Directed
54649,Cmcjjpp,TellTheTruth1,1,Directed
54650,EmeraldRobinson,TellTheTruth1,1,Directed
54651,JDRucker,TellTheTruth1,1,Directed
54652,OANN,TellTheTruth1,1,Directed
54653,kylenabecker,TeresaBob,1,Directed
54654,realDonaldTrump,TeresaBob,1,Directed
54655,AOECOIN,TeresaBromaghim,1,Directed
54656,RudyGiuliani,TerezaFelipeGo,1,Directed
54657,realDonaldTrump,TeriGallucci,1,Directed
