,Author,Thread Author,Engagement Type,frequency
525,omega30508286,realDonaldTrump,RETWEET,2
526,BiekerAnnie,charliekirk11,RETWEET,2
527,BigBertieT,marklevinshow,RETWEET,2
528,BigHeadTales,jennycohn1,RETWEET,2
529,oceanblue240,EmeraldRobinson,RETWEET,2
530,obligatoryasian,rising_serpent,RETWEET,2
531,obligatoryasian,EmeraldRobinson,RETWEET,2
532,BikhialHaji,realDonaldTrump,RETWEET,2
533,oates_doug,CodeMonkeyZ,RETWEET,2
534,nwtony,jennycohn1,RETWEET,2
535,nuwud,CodeMonkeyZ,RETWEET,2
536,nutjobneil,realDonaldTrump,RETWEET,2
537,nurseconniemo,marklevinshow,RETWEET,2
538,Birdle_2963,ArchKennedy,RETWEET,2
539,notrealdemocrat,CodeMonkeyZ,RETWEET,2
540,Bjl43640150,OANN,RETWEET,2
541,notiro03,LLinWood,RETWEET,2
542,BlackSheep9510,LLinWood,RETWEET,2
543,norsemaid,CodeMonkeyZ,RETWEET,2
544,noreenm21663996,LLinWood,RETWEET,2
545,Blindmagic22,CodeMonkeyZ,RETWEET,2
546,BertPalmieri,EmeraldRobinson,RETWEET,2
547,oqY0TgQSqQd31D5,LLinWood,RETWEET,2
548,oregonnative2,EmeraldRobinson,RETWEET,2
549,pachoaristi,Ramnier,RETWEET,2
550,pammike2000,EmeraldRobinson,RETWEET,2
551,Bearcen1,EmeraldRobinson,RETWEET,2
552,Beard_Vet,LLinWood,RETWEET,2
553,Beard_Vet,SidneyPowell1,RETWEET,2
554,Beard_Vet,iheartmindy,RETWEET,2
555,pamelakarnbach,EmeraldRobinson,RETWEET,2
556,BeatrizBigott,LouDobbs,RETWEET,2
557,BeccaAZ73,gatewaypundit,RETWEET,2
558,BeccaGramby,paulsperry_,RETWEET,2
559,BeckyBeck73,PAHouseGOP,RETWEET,2
560,paaltalk,LLinWood,RETWEET,2
561,orion_penticton,gatewaypundit,RETWEET,2
562,BelisaDavis,LLinWood,RETWEET,2
563,Belisar31752525,realDonaldTrump,RETWEET,2
564,Belizediver88,LLinWood,RETWEET,2
565,Beluvedfaith,CodeMonkeyZ,RETWEET,2
566,BenBreece,gatewaypundit,RETWEET,2
567,otaconn87,EmeraldRobinson,RETWEET,2
568,BenniBizati,gatewaypundit,RETWEET,2
569,ortiz_daimosa4,charliekirk11,RETWEET,2
570,BenpleeBen,gatewaypundit,RETWEET,2
571,orme_duncan,NikolovScience,RETWEET,2
572,noprezzie2012,EmeraldRobinson,RETWEET,2
573,BlueOfficialMu1,CodeMonkeyZ,RETWEET,2
574,DebbiePhatkat,EmeraldRobinson,RETWEET,2
575,nocbc,EmeraldRobinson,RETWEET,2
576,Bruce812,PAHouseGOP,RETWEET,2
577,mywordsmarked,realDonaldTrump,RETWEET,2
578,myjourneymyself,CodeMonkeyZ,RETWEET,2
579,Bthumperforever,LLinWood,RETWEET,2
580,mwilshere71,Wsoxwinyes,RETWEET,2
581,BucksUnredacted,EmeraldRobinson,RETWEET,2
582,museoaft,robbystarbuck,RETWEET,2
583,Buh_Nana9,realDonaldTrump,RETWEET,2
584,Bullman2509,gatewaypundit,RETWEET,2
585,msyoung2222,EmeraldRobinson,RETWEET,2
586,mspjaymac,charliekirk11,RETWEET,2
587,mspianoteacher,LLinWood,RETWEET,2
588,Bwdreyer,EmeraldRobinson,RETWEET,2
589,BwsCurtis,LLinWood,RETWEET,2
590,Bxf73,EmeraldRobinson,RETWEET,2
591,ByronObando89,realDonaldTrump,RETWEET,2
592,msjeannerogers,KanekoaTheGreat,RETWEET,2
593,mrondael,charliekirk11,RETWEET,2
594,mrandmrsnaples,CodeMonkeyZ,RETWEET,2
595,CGodChange,LLinWood,RETWEET,2
596,mpriceiv,LLinWood,RETWEET,2
597,mountaindroppin,LLinWood,RETWEET,2
598,moseydoe,CodeMonkeyZ,RETWEET,2
599,n6mdc,TX_WalkerRanger,RETWEET,2
600,nadacansee,EmeraldRobinson,RETWEET,2
601,nadacommunist,EmeraldRobinson,RETWEET,2
602,neloawaken,LLinWood,RETWEET,2
603,noahmitchell07,MichaelCoudrey,RETWEET,2
604,Bob95516109,CodeMonkeyZ,RETWEET,2
605,BobZygmont,EmeraldRobinson,RETWEET,2
606,nissi_k1,LLinWood,RETWEET,2
607,ninin2,LLinWood,RETWEET,2
608,Bobreyn12,CodeMonkeyZ,RETWEET,2
609,BonAirLady,CodeMonkeyZ,RETWEET,2
610,BonnieG07549762,CodeMonkeyZ,RETWEET,2
611,BormanJaye,EmeraldRobinson,RETWEET,2
612,BossSquirrel72,charliekirk11,RETWEET,2
613,BreakthematrixM,EmeraldRobinson,RETWEET,2
614,naenae61_grp,EmeraldRobinson,RETWEET,2
615,Brenda40058280,realDonaldTrump,RETWEET,2
616,BrentOvitt,EmeraldRobinson,RETWEET,2
617,BriMichelle75,KanekoaTheGreat,RETWEET,2
618,nathan_deller,CodeMonkeyZ,RETWEET,2
619,BrianTe02221284,iheartmindy,RETWEET,2
620,nancygower,jennycohn1,RETWEET,2
621,nanahooten,EmeraldRobinson,RETWEET,2
622,BrisvegasJp,realDonaldTrump,RETWEET,2
623,BritishHKGov,realDonaldTrump,RETWEET,2
624,naenae61_grp,gatewaypundit,RETWEET,2
625,BaylorFan4Ever,gatewaypundit,RETWEET,2
626,paris_malen,EmeraldRobinson,RETWEET,2
627,parisouzo,LLinWood,RETWEET,2
628,BarryW2MAGA,LLinWood,RETWEET,2
629,rawoods24,marklevinshow,RETWEET,2
630,ras_rolling,CodeMonkeyZ,RETWEET,2
631,rangertx08008,EmeraldRobinson,RETWEET,2
632,randybrewer1955,LLinWood,RETWEET,2
633,AndyWHumphreys,CodeMonkeyZ,RETWEET,2
634,randomwavefunct,CodeMonkeyZ,RETWEET,2
635,randomc86334244,DavidJHarrisJr,RETWEET,2
636,AngelStarFlwr34,CodeMonkeyZ,RETWEET,2
637,ramacero,C_3C_3,RETWEET,2
638,Angeleno4USA,CodeMonkeyZ,RETWEET,2
639,AngelinaAddis12,EmeraldRobinson,RETWEET,2
640,AngelsRhere3,CodeMonkeyZ,RETWEET,2
641,Angevin1170,CodeMonkeyZ,RETWEET,2
642,radioman253,EmeraldRobinson,RETWEET,2
643,rachelh56432117,EmeraldRobinson,RETWEET,2
644,Ann49340853,EmeraldRobinson,RETWEET,2
645,quinm55,rising_serpent,RETWEET,2
646,quibbleframeup,quibbleframeup,RETWEET,2
647,AnnMari79074785,realDonaldTrump,RETWEET,2
648,AnnNatale2,LLinWood,RETWEET,2
649,AnnW07197718,realDonaldTrump,RETWEET,2
650,AnnaBristol5,LouDobbs,RETWEET,2
651,AnnaStr76,LLinWood,RETWEET,2
652,raza_xela,marklevinshow,RETWEET,2
653,rczg11,Ramnier,RETWEET,2
654,AmyRock46,charliekirk11,RETWEET,2
655,renareere,CodeMonkeyZ,RETWEET,2
656,rich86969556,EmeraldRobinson,RETWEET,2
657,AlbertH88190105,RepMattGaetz,RETWEET,2
658,Albizu2010,Ramnier,RETWEET,2
659,Aldamakush7,realDonaldTrump,RETWEET,2
660,rhondacarlisle9,realDonaldTrump,RETWEET,2
661,rhodesgarden,CodeMonkeyZ,RETWEET,2
662,rgeoffreyhunter,gatewaypundit,RETWEET,2
663,rfpalmieri,LLinWood,RETWEET,2
664,resident4563,EmeraldRobinson,RETWEET,2
665,AllAmericanMaIe,HowleyReporter,RETWEET,2
666,remuria5,naoyafujiwara,RETWEET,2
667,ready4change2,EmeraldRobinson,RETWEET,2
668,AlofsLisa,LLinWood,RETWEET,2
669,reeltexas,HowleyReporter,RETWEET,2
670,Alwayslightsun,EmeraldRobinson,RETWEET,2
671,AlyaFlo,jennybethm,RETWEET,2
672,AmandaMcCrary3,EmeraldRobinson,RETWEET,2
673,rebeccajoc,EmeraldRobinson,RETWEET,2
674,realmanorhill,LLinWood,RETWEET,2
675,AmieCha42211974,LLinWood,RETWEET,2
676,AmieRebeca,realDonaldTrump,RETWEET,2
677,realArizonaDan,EmeraldRobinson,RETWEET,2
678,AnneBarnard7,kylenabecker,RETWEET,2
679,qAAOdrsTbkuzX1S,SidneyPowell1,RETWEET,2
680,AnnforLiberty,EmeraldRobinson,RETWEET,2
681,paulson_diane,LLinWood,RETWEET,2
682,BELISRUTH,Ramnier,RETWEET,2
683,peppa_georgesi,gatewaypundit,RETWEET,2
684,penpen1188,kawasoe0916,RETWEET,2
685,BHappy_4Now,CodeMonkeyZ,RETWEET,2
686,penguin4k,realDonaldTrump,RETWEET,2
687,BLee01860276,realDonaldTrump,RETWEET,2
688,BSocie,CodeMonkeyZ,RETWEET,2
689,B_Overstreet32,CodeMonkeyZ,RETWEET,2
690,BaRebelmom,paulsperry_,RETWEET,2
691,paulyoung201,lfs6b,RETWEET,2
692,BackroadTruckin,marklevinshow,RETWEET,2
693,pharmgrl10,charliekirk11,RETWEET,2
694,paulchibuezeonu,realDonaldTrump,RETWEET,2
695,Bagpipe11,LLinWood,RETWEET,2
696,BaiMohrguns,CodeMonkeyZ,RETWEET,2
697,paul_cra,CodeMonkeyZ,RETWEET,2
698,patriotsmaman,realDonaldTrump,RETWEET,2
699,BanjoPat1,jennycohn1,RETWEET,2
700,patriotgirl2021,CodeMonkeyZ,RETWEET,2
701,patriot2408,MichaelCoudrey,RETWEET,2
702,BarbaraCarlo15,EmeraldRobinson,RETWEET,2
703,BarbaraMatheney,EmeraldRobinson,RETWEET,2
704,BARI_and_Beyond,RedWingGrips,RETWEET,2
705,AyushJ_1604,CodeMonkeyZ,RETWEET,2
706,pwr61,LLinWood,RETWEET,2
707,April4Trump1625,CodeMonkeyZ,RETWEET,2
708,Anny574637322,gatewaypundit,RETWEET,2
709,Annythepatriot,CodeMonkeyZ,RETWEET,2
710,purrmonsta,jennycohn1,RETWEET,2
711,purple71231,realDonaldTrump,RETWEET,2
712,Anthony49668762,donaldrusso994,RETWEET,2
713,ptialex77,kylegriffin1,RETWEET,2
714,Antoinotabot,charliekirk11,RETWEET,2
715,Antonio55184671,LouDobbs,RETWEET,2
716,Antonsilv1,realDonaldTrump,RETWEET,2
717,Apaulothirteen1,EmeraldRobinson,RETWEET,2
718,printingsharon,LLinWood,RETWEET,2
719,Avmrrlmcr,CodeMonkeyZ,RETWEET,2
720,princessyanny,LLinWood,RETWEET,2
721,Arcsyst1,LLinWood,RETWEET,2
722,ArnaldoRivero78,MaihenH,RETWEET,2
723,Arnold_USA1776,EmeraldRobinson,RETWEET,2
724,AsherBlackPalm,marklevinshow,RETWEET,2
725,AshleyMunoz2020,OANN,RETWEET,2
726,AstralWayfarer,EmeraldRobinson,RETWEET,2
727,pkrueger1959,KelemenCari,RETWEET,2
728,pjs_00,RobletoFire,RETWEET,2
729,AvaQuinnWrites,jennycohn1,RETWEET,2
730,moses_archer,LLinWood,RETWEET,2
731,morgancap,EmeraldRobinson,RETWEET,2
732,moretrash4me,HowleyReporter,RETWEET,2
733,ColroColr,danielchaitin7,RETWEET,2
734,CtrlAltDelts,iheartmindy,RETWEET,2
735,lyh411411,LLinWood,RETWEET,2
736,CubanaAmerican,CodeMonkeyZ,RETWEET,2
737,lycanth,CodeMonkeyZ,RETWEET,2
738,lyannie62,realDonaldTrump,RETWEET,2
739,lwtweet65,EmeraldRobinson,RETWEET,2
740,CunhaLucare,opropriofaka,RETWEET,2
741,Cunning13,CodeMonkeyZ,RETWEET,2
742,Cupcake404,HowleyReporter,RETWEET,2
743,luvSB1,LLinWood,RETWEET,2
744,lunaonearth1,EmeraldRobinson,RETWEET,2
745,luna_luna17,LLinWood,RETWEET,2
746,CyndiHarringt16,EmeraldRobinson,RETWEET,2
747,luciw77,CodeMonkeyZ,RETWEET,2
748,lubnabaransy,EmeraldRobinson,RETWEET,2
749,DCK951,CodeMonkeyZ,RETWEET,2
750,DD227Hart,LLinWood,RETWEET,2
751,lqlarson,EmeraldRobinson,RETWEET,2
752,lpi3rce,realDonaldTrump,RETWEET,2
753,lozano_marylou,elisa1121,RETWEET,2
754,DGatlim,LLinWood,RETWEET,2
755,DGatlim,realDonaldTrump,RETWEET,2
756,loveusa2018,realDonaldTrump,RETWEET,2
757,lyolimar8,Ramnier,RETWEET,2
758,lyonspride121,EmeraldRobinson,RETWEET,2
759,CroccoCarol,CodeMonkeyZ,RETWEET,2
760,magatrqn,LLinWood,RETWEET,2
761,ComeySUX,EmeraldRobinson,RETWEET,2
762,maniseku,acastef53,RETWEET,2
763,ConnaGold,EmeraldRobinson,RETWEET,2
764,mams14,gatewaypundit,RETWEET,2
765,mamlmlm,LLinWood,RETWEET,2
766,mamagrizzly99,CodeMonkeyZ,RETWEET,2
767,Constit83872425,EmeraldRobinson,RETWEET,2
768,maji_um,naoyafujiwara,RETWEET,2
769,CoreyStruzan,realDonaldTrump,RETWEET,2
770,magepetorr,Ramnier,RETWEET,2
771,CovidCrisisON,gatewaypundit,RETWEET,2
772,m0nsterlab,rising_serpent,RETWEET,2
773,CovidCrisisON,realDonaldTrump,RETWEET,2
774,Cowandos,EmeraldRobinson,RETWEET,2
775,madelene_andre,realDonaldTrump,RETWEET,2
776,madcella66,LLinWood,RETWEET,2
777,CraftyAuntieEm,EmeraldRobinson,RETWEET,2
778,Craigor47238257,LLinWood,RETWEET,2
779,mackenzie_deb,realDonaldTrump,RETWEET,2
780,CreativeTrish2,CodeMonkeyZ,RETWEET,2
781,ma5ba5,CodeMonkeyZ,RETWEET,2
782,m_masunaga,naoyafujiwara,RETWEET,2
783,DJTPatriot45,LLinWood,RETWEET,2
784,DJacobs0404,EmeraldRobinson,RETWEET,2
785,DKshad0w,realDonaldTrump,RETWEET,2
786,lemanege1,realDonaldTrump,RETWEET,2
787,lilly134m,LLinWood,RETWEET,2
788,Daryl16519C,LLinWood,RETWEET,2
789,ligh_pur,CodeMonkeyZ,RETWEET,2
790,DaveForTexas,EmeraldRobinson,RETWEET,2
791,DaveMc1776,CodeMonkeyZ,RETWEET,2
792,DavidB97206147,EmeraldRobinson,RETWEET,2
793,letsbleeditout,CodeMonkeyZ,RETWEET,2
794,lesig17,realDonaldTrump,RETWEET,2
795,DavidViet76,EmeraldRobinson,RETWEET,2
796,lenk_jackie,realDonaldTrump,RETWEET,2
797,DawgHandsome,LLinWood,RETWEET,2
798,DaphnePearce8,realDonaldTrump,RETWEET,2
799,leilapahlavii,realDonaldTrump,RETWEET,2
800,leighc72,LLinWood,RETWEET,2
801,Dbf914,charliekirk11,RETWEET,2
802,Dcall1951,themarketswork,RETWEET,2
803,DeSoto1960,9NEWSNANCY,RETWEET,2
804,lebntb2016,EmeraldRobinson,RETWEET,2
805,DebMGriffin2,gatewaypundit,RETWEET,2
806,lazyewe69,EmeraldRobinson,RETWEET,2
807,Debbie89688953,EmeraldRobinson,RETWEET,2
808,laurits73,CodeMonkeyZ,RETWEET,2
809,linda56050442,EmeraldRobinson,RETWEET,2
810,lindamac12steps,HowleyReporter,RETWEET,2
811,DLondondavid326,LLinWood,RETWEET,2
812,lmdixon5,RealMattCouch,RETWEET,2
813,lorry1914,SaraCarterDC,RETWEET,2
814,DRils,EmeraldRobinson,RETWEET,2
815,lonniegibsonjr,realDonaldTrump,RETWEET,2
816,DStrick16,CodeMonkeyZ,RETWEET,2
817,lolofav,EmeraldRobinson,RETWEET,2
818,DWYBOIM,LLinWood,RETWEET,2
819,lolli55,LLinWood,RETWEET,2
820,JTumink,LLinWood,RETWEET,2
821,Dabuilder1,LLinWood,RETWEET,2
822,DadAllOver77,LLinWood,RETWEET,2
823,DalpiazKathy,CodeMonkeyZ,RETWEET,2
824,linklee1,charliekirk11,RETWEET,2
825,DamooreJanice,EmeraldRobinson,RETWEET,2
826,Dan66057700,realDonaldTrump,RETWEET,2
827,DanCook26214426,DanCook26214426,RETWEET,2
828,DanDecker16,EmeraldRobinson,RETWEET,2
829,lizalovetruth77,CodeMonkeyZ,RETWEET,2
830,littlorangefish,CodeMonkeyZ,RETWEET,2
831,listroli,LLinWood,RETWEET,2
832,lisalabarge169,realDonaldTrump,RETWEET,2
833,lisafhobbs,LLinWood,RETWEET,2
834,DanielleNorgedm,EmeraldRobinson,RETWEET,2
835,ComeAndTweetIt,EmeraldRobinson,RETWEET,2
836,maragold12,PAHouseGOP,RETWEET,2
837,C_to_the_,CodeMonkeyZ,RETWEET,2
838,marclahen,brunolp30,RETWEET,2
839,miniairjin,EmeraldRobinson,RETWEET,2
840,mindfulliving1,gatewaypundit,RETWEET,2
841,Carrol1969,SidneyPowell1,RETWEET,2
842,mimismurf965,hrtablaze,RETWEET,2
843,Cartersmom04,CodeMonkeyZ,RETWEET,2
844,mimi52348413,EmeraldRobinson,RETWEET,2
845,CaseyHadsall1,realDonaldTrump,RETWEET,2
846,CastonChris,jennycohn1,RETWEET,2
847,CatBorden,themarketswork,RETWEET,2
848,mikes0727,LLinWood,RETWEET,2
849,CatherineVartan,LLinWood,RETWEET,2
850,mika8940,realDonaldTrump,RETWEET,2
851,Cbyer48,EmeraldRobinson,RETWEET,2
852,CecibatMelej,LLinWood,RETWEET,2
853,Cek98954618,gatewaypundit,RETWEET,2
854,Celiaquestions,charliekirk11,RETWEET,2
855,michellegun24,EmeraldRobinson,RETWEET,2
856,michell05097691,realDonaldTrump,RETWEET,2
857,CenseteLibere,charliekirk11,RETWEET,2
858,CentristAnarcho,EmeraldRobinson,RETWEET,2
859,ChPlt,EmeraldRobinson,RETWEET,2
860,michaeljames86,SidneyPowell1,RETWEET,2
861,michaelarnoldjr,gatewaypundit,RETWEET,2
862,CarolynMcIntosh,PAHouseGOP,RETWEET,2
863,CarolineForehan,RedWingGrips,RETWEET,2
864,Carol_Peaslee,themarketswork,RETWEET,2
865,CaptainCoburn,gatewaypundit,RETWEET,2
866,momof4murray,charliekirk11,RETWEET,2
867,Cali_Red_Pill,CodeMonkeyZ,RETWEET,2
868,mommabear0917,LLinWood,RETWEET,2
869,mombestjobever,chuckwoolery,RETWEET,2
870,mom_prepared,CodeMonkeyZ,RETWEET,2
871,CamiFlom,themarketswork,RETWEET,2
872,Campbell2976,gatewaypundit,RETWEET,2
873,CampenDeAmrica4,gatewaypundit,RETWEET,2
874,CandaceBevers,LLinWood,RETWEET,2
875,Cantu6Cantu,realDonaldTrump,RETWEET,2
876,mlyocar321,CodeMonkeyZ,RETWEET,2
877,Carol31578820,catturd2,RETWEET,2
878,CarSuch,EmeraldRobinson,RETWEET,2
879,CareyLauren64,RealMattCouch,RETWEET,2
880,CareyMaga,Wsoxwinyes,RETWEET,2
881,mkh_akh_rkh,realDonaldTrump,RETWEET,2
882,CarlAntoine,gatewaypundit,RETWEET,2
883,CarlCLBInsure1,charliekirk11,RETWEET,2
884,CarlDoser01,clif_high,RETWEET,2
885,CarmCerb21,realDonaldTrump,RETWEET,2
886,CarmenGotsch,realDonaldTrump,RETWEET,2
887,Carol31578820,LouDobbs,RETWEET,2
888,ChadBurns19,LouDobbs,RETWEET,2
889,michael_szumega,CodeMonkeyZ,RETWEET,2
890,ChanChiFung10,DavidJHarrisJr,RETWEET,2
891,marjorieovalles,Ramnier,RETWEET,2
892,ChristineCC14,EmeraldRobinson,RETWEET,2
893,matheus_mancini,realDonaldTrump,RETWEET,2
894,massa_cristiane,gatewaypundit,RETWEET,2
895,ChuckPA6,marklevinshow,RETWEET,2
896,CiejeWarfare,jennycohn1,RETWEET,2
897,Cindy_Germex,realDonaldTrump,RETWEET,2
898,Citcat21044337,HowleyReporter,RETWEET,2
899,markrif1,kylenabecker,RETWEET,2
900,Clarissima5,DavidJHarrisJr,RETWEET,2
901,ClarkeHerrin,EmeraldRobinson,RETWEET,2
902,marissa_mancha,LLinWood,RETWEET,2
903,mazssm,realDonaldTrump,RETWEET,2
904,Claudyconn,EmeraldRobinson,RETWEET,2
905,ClemensKristin,JohnBasham,RETWEET,2
906,mariasa93940187,LLinWood,RETWEET,2
907,ClownWorld2020,EmeraldRobinson,RETWEET,2
908,CoachJohnH24,CodeMonkeyZ,RETWEET,2
909,maria90886,LLinWood,RETWEET,2
910,margiegardener,realDonaldTrump,RETWEET,2
911,CodalloEberth,FernandoAmandi,RETWEET,2
912,Cody_Wayne20,realDonaldTrump,RETWEET,2
913,ColGTaylorANSA,msElkaBong,RETWEET,2
914,maxestmax,realDonaldTrump,RETWEET,2
915,mbeard63,charliekirk11,RETWEET,2
916,Charles52281511,marklevinshow,RETWEET,2
917,meemaw2013,charliekirk11,RETWEET,2
918,meredithweller1,EmeraldRobinson,RETWEET,2
919,mercenarygraphi,jennycohn1,RETWEET,2
920,melzintune,EmeraldRobinson,RETWEET,2
921,Chasenbryce,CodeMonkeyZ,RETWEET,2
922,ChefLippincott,CodeMonkeyZ,RETWEET,2
923,melissadittohed,gatewaypundit,RETWEET,2
924,melisandrePro,CarrollQuigley1,RETWEET,2
925,mel4299,EmeraldRobinson,RETWEET,2
926,CherryB46641077,acastef53,RETWEET,2
927,meggen_C,EmeraldRobinson,RETWEET,2
928,meanrabbit,CodeMonkeyZ,RETWEET,2
929,mbove12,CodeMonkeyZ,RETWEET,2
930,Childlikefaaith,LLinWood,RETWEET,2
931,ChooChooLife,EmeraldRobinson,RETWEET,2
932,ChowkidarRamesh,realDonaldTrump,RETWEET,2
933,Chris4patriots,CodeMonkeyZ,RETWEET,2
934,mchan76483165,USA4TRUMP,RETWEET,2
935,mcconnell_paul,PAHouseGOP,RETWEET,2
936,mcarmichael16,EmeraldRobinson,RETWEET,2
937,mcafee_becky,gatewaypundit,RETWEET,2
938,mbove12,gatewaypundit,RETWEET,2
939,mbove12,EmeraldRobinson,RETWEET,2
940,fred_bishop,LLinWood,RETWEET,2
941,Jennife34195249,EmeraldRobinson,RETWEET,2
942,JULITEOR,Ramnier,RETWEET,2
943,Ulises61393998,JamesNavaCom,RETWEET,2
944,VictorBassett,ChuckCallesto,RETWEET,2
945,VickiRow1,EmeraldRobinson,RETWEET,2
946,Oside_Q,LLinWood,RETWEET,2
947,Owen548965,LLinWood,RETWEET,2
948,OzRosado45,EmeraldRobinson,RETWEET,2
949,P6033deplorable,themarketswork,RETWEET,2
950,PA4TAXPAYERS,CodeMonkeyZ,RETWEET,2
951,PDMProductions,EmeraldRobinson,RETWEET,2
952,ValentinaMihay5,LLinWood,RETWEET,2
953,VVcgav,gatewaypundit,RETWEET,2
954,PL14,themarketswork,RETWEET,2
955,VVcgav,EmeraldRobinson,RETWEET,2
956,PLHCrawford,EmeraldRobinson,RETWEET,2
957,PRAEST,LLinWood,RETWEET,2
958,PRAISETRIUNEGOD,PRAISETRIUNEGOD,RETWEET,2
959,VAGirlForever,CodeMonkeyZ,RETWEET,2
960,UsherCheng,realDonaldTrump,RETWEET,2
961,UsNicoletta,LLinWood,RETWEET,2
962,Paige4Freedom,CodeMonkeyZ,RETWEET,2
963,PainlessOld,LLinWood,RETWEET,2
964,UndeadDonkey,LLinWood,RETWEET,2
965,UnblindFaith,CodeMonkeyZ,RETWEET,2
966,Una_Paloma1,KanekoaTheGreat,RETWEET,2
967,Vincinnatus,EmeraldRobinson,RETWEET,2
968,OmegaMan58,EmeraldRobinson,RETWEET,2
969,Vinman713,CodeMonkeyZ,RETWEET,2
970,OKwrights,gatewaypundit,RETWEET,2
971,WayneGriswold,CodeMonkeyZ,RETWEET,2
972,WaughSuzy,LLinWood,RETWEET,2
973,NotSoDarnSure,CodeMonkeyZ,RETWEET,2
974,WaterpennyW,LLinWood,RETWEET,2
975,Nragirl72,EmeraldRobinson,RETWEET,2
976,Nrv_Fit,realDonaldTrump,RETWEET,2
977,WandaHaynes,EmeraldRobinson,RETWEET,2
978,Wallbridge2020,EmeraldRobinson,RETWEET,2
979,WalkFromDems,LLinWood,RETWEET,2
980,WagnerHulse,CodeMonkeyZ,RETWEET,2
981,WTF___Over,CodeMonkeyZ,RETWEET,2
982,Omaira91625245,Ramnier,RETWEET,2
983,OWSjr,EmeraldRobinson,RETWEET,2
984,WILDDOGSRULE1,gatewaypundit,RETWEET,2
985,Ocala200,HowleyReporter,RETWEET,2
986,Ocean16931376,SolomonYue,RETWEET,2
987,W08098264,OANN,RETWEET,2
988,VoiceForAllGA,dufort_jeanne,RETWEET,2
989,Vnzlanisima,Ramnier,RETWEET,2
990,Viviera75Viera,realDonaldTrump,RETWEET,2
991,OldSalz,EmeraldRobinson,RETWEET,2
992,VisionQuest422,SidneyPowell1,RETWEET,2
993,Paolalopez1971,EmeraldRobinson,RETWEET,2
994,ParkHillsPam,EmeraldRobinson,RETWEET,2
995,PorterSumari,EmeraldRobinson,RETWEET,2
996,ParkHillsPam,gatewaypundit,RETWEET,2
997,Trumpfan81,RedWingGrips,RETWEET,2
998,PauljePaul,EmeraldRobinson,RETWEET,2
999,TrumpMatters_,ChuckCallesto,RETWEET,2
1000,PedenMary,gatewaypundit,RETWEET,2
1001,PerspicaciousXY,EmeraldRobinson,RETWEET,2
1002,TreknepK,EmeraldRobinson,RETWEET,2
1003,PeterJa37918909,LLinWood,RETWEET,2
1004,TrailBum2,EmeraldRobinson,RETWEET,2
1005,TracyKarch2,unscriptedmike,RETWEET,2
1006,PhilBee20,LLinWood,RETWEET,2
1007,TraciCAspinwall,LLinWood,RETWEET,2
1008,PhilTauscher,EmeraldRobinson,RETWEET,2
1009,Trace88529604,LLinWood,RETWEET,2
1010,Picevol,LLinWood,RETWEET,2
1011,Piliguina1,LLinWood,RETWEET,2
1012,Pimpernut,realDonaldTrump,RETWEET,2
1013,PiperR3800,LLinWood,RETWEET,2
1014,Piper_Fogle,HowleyReporter,RETWEET,2
1015,Tommy_Glenn62,EmeraldRobinson,RETWEET,2
1016,PlaysTrumpCard,EmeraldRobinson,RETWEET,2
1017,Tom_Larry2u,LLinWood,RETWEET,2
1018,TomMRocco,LLinWood,RETWEET,2
1019,Politisourced,CodeMonkeyZ,RETWEET,2
1020,Trumpian6,LLinWood,RETWEET,2
1021,PaulaBuermele,realDonaldTrump,RETWEET,2
1022,PaulJAdama,ChuckCallesto,RETWEET,2
1023,Patriot03187241,Patriot03187241,RETWEET,2
1024,PartidoURD,cocando,RETWEET,2
1025,USMC2020,realDonaldTrump,RETWEET,2
1026,USAwakeup1,LLinWood,RETWEET,2
1027,Pat85086898,CodeMonkeyZ,RETWEET,2
1028,PatMann1,LLinWood,RETWEET,2
1029,PatchouliJim,LLinWood,RETWEET,2
1030,USARNG_Ret,LLinWood,RETWEET,2
1031,USAGreatness,LouDobbs,RETWEET,2
1032,PatriciaErnst14,EmeraldRobinson,RETWEET,2
1033,Tyrvidarr,realDonaldTrump,RETWEET,2
1034,PatriotPirate1,CodeMonkeyZ,RETWEET,2
1035,Truth72547157,RepMattGaetz,RETWEET,2
1036,Tuscany2011,OANN,RETWEET,2
1037,Turandot2016,LLinWood,RETWEET,2
1038,PatrioticCougar,gatewaypundit,RETWEET,2
1039,Truthti50511243,realDonaldTrump,RETWEET,2
1040,Patsy33188270,LLinWood,RETWEET,2
1041,PattiLy79084071,DavidJHarrisJr,RETWEET,2
1042,TruthWarrior88,LLinWood,RETWEET,2
1043,TruthSeeker017,charliekirk11,RETWEET,2
1044,TruthSeeker017,EmeraldRobinson,RETWEET,2
1045,TruthSe82555348,CodeMonkeyZ,RETWEET,2
1046,WeAreTheWorldL1,LLinWood,RETWEET,2
1047,WellsCharlene,JohnBasham,RETWEET,2
1048,NomadCovfefe,EmeraldRobinson,RETWEET,2
1049,WelshGoodLife,EmeraldRobinson,RETWEET,2
1050,adventure145,CodeMonkeyZ,RETWEET,2
1051,Mjmargherio,marklevinshow,RETWEET,2
1052,adflores007,realDonaldTrump,RETWEET,2
1053,adavidmont,Ramnier,RETWEET,2
1054,MomDeplorable,CodeMonkeyZ,RETWEET,2
1055,achein0,realDonaldTrump,RETWEET,2
1056,MomOfMetal,CodeMonkeyZ,RETWEET,2
