,Author,Thread Author,Engagement Type,frequency
53091,JosMorey,OrbitaEduardo,RETWEET,1
53092,JosRenato14,gatewaypundit,RETWEET,1
53093,JosSiri1,JamesNavaCom,RETWEET,1
53094,Jose96607491,jsolomonReports,RETWEET,1
53095,Jose96607491,rising_serpent,RETWEET,1
53096,JoseAndres198E,MaihenH,RETWEET,1
53097,JoseChapo18,ScottFantasy,RETWEET,1
53098,JoseCue45292721,kylenabecker,RETWEET,1
53099,JoseCue45292721,marklevinshow,RETWEET,1
53100,JoseFamervid,N_Trastamara,RETWEET,1
53101,JoseFer88441316,realDonaldTrump,RETWEET,1
53102,JoseG1798,AWeissmann_,RETWEET,1
53103,JoseHerreraAZ,CNNPolitics,RETWEET,1
53104,JoseLaquidain,RickSmithShow,RETWEET,1
53105,JoseLaquidain,jennycohn1,RETWEET,1
53106,JoseMBlanco61,realDonaldTrump,RETWEET,1
53107,JoseMRojas75,JackMurphyRGR,RETWEET,1
53108,JoseMan42061944,realDonaldTrump,RETWEET,1
53109,JoseMar81755795,realDonaldTrump,RETWEET,1
53110,JoseMichaels15,HowleyReporter,RETWEET,1
53111,JoseOliHendrix,HowleyReporter,RETWEET,1
53112,JosAnto93631425,cocando,RETWEET,1
53113,JorkolSheila,TX_WalkerRanger,RETWEET,1
53114,Josearoni10,charliekirk11,RETWEET,1
53115,JorkolSheila,RepVernonJones,RETWEET,1
53116,Jonny_PGH,PAHouseGOP,RETWEET,1
53117,JonoftheLibrary,peterbakernyt,RETWEET,1
53118,JonquilGemstone,charliekirk11,RETWEET,1
53119,Jony38648260,ChuckCallesto,RETWEET,1
53120,Joodleslou,judymorris3,RETWEET,1
53121,Joopisdope1,realDonaldTrump,RETWEET,1
53122,Jordan53312594,TX_WalkerRanger,RETWEET,1
53123,Jordan53312594,jessiprincey,RETWEET,1
53124,JordanGlaser11,realDonaldTrump,RETWEET,1
53125,JordanMorris32,Chrisvance123,RETWEET,1
53126,JordanPotter80,RepVernonJones,RETWEET,1
53127,JordanSampson23,kylenabecker,RETWEET,1
53128,JordanZaputil23,realDonaldTrump,RETWEET,1
53129,JordenCollins,EmeraldRobinson,RETWEET,1
53130,JordenCollins,JustTheNews,RETWEET,1
53131,JorgFeldstein,CodeMonkeyZ,RETWEET,1
53132,Jorge76972358,realDonaldTrump,RETWEET,1
53133,Jorge90176119,JamesNavaCom,RETWEET,1
53134,JorgeBB15,allanldsantos,RETWEET,1
53135,JorgeDamiaoBr,realDonaldTrump,RETWEET,1
53136,JorgeGalicia95,GiuseppeNoc,RETWEET,1
53137,JorgeMontoyaG1,MaihenH,RETWEET,1
53138,JorgeSignoret2,BMFORAMERICA45,RETWEET,1
53139,JorgeSignoret2,RudyGiuliani,RETWEET,1
53140,Jorgerugeles5,realDonaldTrump,RETWEET,1
53141,JoseRabinovich,realDonaldTrump,RETWEET,1
53142,Josef_Petermann,MichaelW067,QUOTE,1
53143,Juliett50062616,CodeMonkeyZ,RETWEET,1
53144,JosephR28119167,CodeMonkeyZ,RETWEET,1
53145,JosephSanscrai1,TX_WalkerRanger,RETWEET,1
53146,JosephTDuckJr1,realDonaldTrump,RETWEET,1
53147,JosephVrabec,realDonaldTrump,RETWEET,1
53148,JosephW72327824,Atlantiso1,RETWEET,1
53149,JosephWilaby,LLinWood,RETWEET,1
53150,JosephWsGhost,CodeMonkeyZ,RETWEET,1
53151,Joseph_Marshall,AlexSvanArt,QUOTE,1
53152,Joseph_Merritt,LLinWood,RETWEET,1
53153,Josephlandry777,realDonaldTrump,RETWEET,1
53154,Josephlyman11,JohnMcGeever70,RETWEET,1
53155,Josephorjoe1,realDonaldTrump,RETWEET,1
53156,JoseptMang,LLinWood,RETWEET,1
53157,JosetteV86,Krieger66362259,RETWEET,1
53158,JoshAylor,brithume,RETWEET,1
53159,JoshMorgan_1,CodeMonkeyZ,RETWEET,1
53160,JoshRatcliff_25,realDonaldTrump,RETWEET,1
53161,Josh_0123,realDonaldTrump,RETWEET,1
53162,Joshua28608017,JamesNavaCom,RETWEET,1
53163,Joshua28608017,realDonaldTrump,RETWEET,1
53164,JoshuaH31296149,realDonaldTrump,RETWEET,1
53165,Joshua_Schutz,realDonaldTrump,RETWEET,1
53166,JosiahChoong,realDonaldTrump,RETWEET,1
53167,Josib3,kylenabecker,RETWEET,1
53168,Josie01485721,CodeMonkeyZ,RETWEET,1
53169,JosieKana,SameliasH,RETWEET,1
53170,JosephRDonley1,JohnBasham,RETWEET,1
53171,JosephPotratz77,OANN,RETWEET,1
53172,Josefas21,LLinWood,RETWEET,1
53173,JosephPasinato,binarypool,RETWEET,1
53174,Josefelixcon,Ramnier,RETWEET,1
53175,Josegrw,Ramnier,RETWEET,1
53176,JosemariaChygo1,realDonaldTrump,RETWEET,1
53177,Joseph28458100,TheRealKeean,RETWEET,1
53178,JosephA44563671,LLinWood,RETWEET,1
53179,JosephAYates111,gatewaypundit,RETWEET,1
53180,JosephAmazing14,DavidJHarrisJr,RETWEET,1
53181,JosephAmazing14,LLinWood,RETWEET,1
53182,JosephAngeli3,realDonaldTrump,RETWEET,1
53183,JosephB60588279,KelemenCari,RETWEET,1
53184,JosephBove3,ChuckCallesto,RETWEET,1
53185,JosephDaCosta20,marklevinshow,RETWEET,1
53186,JosephDiJohn,my3monkees,RETWEET,1
53187,JosephDugal,RonColeman,RETWEET,1
53188,JosephG52831268,CodeMonkeyZ,RETWEET,1
53189,JosephHaar1,ChuckCallesto,RETWEET,1
53190,JosephHaar1,CodeMonkeyZ,RETWEET,1
53191,JosephHaar1,hrtablaze,RETWEET,1
53192,JosephHaar1,mtgreenee,RETWEET,1
53193,JosephJoewells2,charliekirk11,RETWEET,1
53194,JosephJourdan,RealSaavedra,RETWEET,1
53195,JosephM80134156,dochartdc,RETWEET,1
53196,JosephMBrennan,realDonaldTrump,RETWEET,1
53197,JosephNThompson,JustTheNews,RETWEET,1
53198,JosephOMorrow1,realDonaldTrump,RETWEET,1
53199,Jonny_PGH,ChanelRion,RETWEET,1
53200,JonnyPark20,realDonaldTrump,RETWEET,1
53201,Jonny5Alive1984,CodeMonkeyZ,RETWEET,1
53202,JohnnyWang19,SaraCarterDC,RETWEET,1
53203,JohnnyWorton1,charliekirk11,RETWEET,1
53204,Johnnygreen777,LouDobbs,RETWEET,1
53205,Johnpi7P,CodeMonkeyZ,RETWEET,1
53206,Johnsense5,OANN,RETWEET,1
53207,Johnson19Justin,AKA_RealDirty,RETWEET,1
53208,Johnson40687884,realDonaldTrump,RETWEET,1
53209,JohnsonThongLP,news_ntd,RETWEET,1
53210,JohnsonWales13,NetworksManager,RETWEET,1
53211,Johnsontb1,charliekirk11,RETWEET,1
53212,Johnsontb1,realDonaldTrump,RETWEET,1
53213,JoinPPCMCGA,Rothbard1776,RETWEET,1
53214,Joismelda,LLinWood,RETWEET,1
53215,Jojo37652080,LLinWood,RETWEET,1
53216,Jojobee308,AOECOIN,RETWEET,1
53217,Jojofurlong60,JohnBasham,RETWEET,1
53218,Jojones2762,OANN,RETWEET,1
53219,Jokerdepressif,elisa1121,RETWEET,1
53220,JolandaBivona,stillgray,RETWEET,1
53221,JolantaBlach,HD283271,RETWEET,1
53222,JolantaBlach,LLinWood,RETWEET,1
53223,JoleneCarpent20,charliekirk11,RETWEET,1
53224,JoleneMcEntire,merissahamilton,RETWEET,1
53225,Jolie1776,EmeraldRobinson,RETWEET,1
53226,JolieVieille,realDonaldTrump,RETWEET,1
53227,Jollyjennyp,CodeMonkeyZ,RETWEET,1
53228,JohnnyWang19,davereaboi,RETWEET,1
53229,JohnnyO828,EmeraldRobinson,RETWEET,1
53230,Jonny4Trump,realDonaldTrump,RETWEET,1
53231,JohnnyMac76,bennyjohnson,RETWEET,1
53232,Johnboy4157,catturd2,RETWEET,1
53233,Johnestew1,CodeMonkeyZ,RETWEET,1
53234,Johnestew1,Rothbard1776,RETWEET,1
53235,Johnestew1,bennyjohnson,RETWEET,1
53236,Johnestew1,dochartdc,RETWEET,1
53237,Johngmiller5,CodeMonkeyZ,RETWEET,1
53238,Johngoo51449386,Chicago1Ray,RETWEET,1
53239,JohniePlayboy,ChanelRion,RETWEET,1
53240,JohniePlayboy,gatewaypundit,RETWEET,1
53241,Johniky5,dochartdc,RETWEET,1
53242,Johniky5,realDonaldTrump,RETWEET,1
53243,Johnjohnthecre1,CodeMonkeyZ,RETWEET,1
53244,Johnmor06759287,lamphieryeg,RETWEET,1
53245,JohnnP5327,MichaelCoudrey,RETWEET,1
53246,JohnnyCanunk,ChuckCallesto,RETWEET,1
53247,JohnnyCanunk,MichaelCoudrey,RETWEET,1
53248,JohnnyCanunk,johncardillo,RETWEET,1
53249,JohnnyCanunk,realDonaldTrump,RETWEET,1
53250,JohnnyDabysing,TrumpFrance,RETWEET,1
53251,JohnnyEugeneVar,gatewaypundit,RETWEET,1
53252,JohnnyGK4,CodeMonkeyZ,RETWEET,1
53253,JohnnyGK4,DavidJHarrisJr,RETWEET,1
53254,JohnnyGK4,EmeraldRobinson,RETWEET,1
53255,JohnnyGK4,realDonaldTrump,RETWEET,1
53256,JohnnyMac76,LLinWood,RETWEET,1
53257,JolovesG,ChuckCallesto,RETWEET,1
53258,JonAuc99,GrahamAllen_1,RETWEET,1
53259,JonBlazeTical,EmeraldRobinson,RETWEET,1
53260,JonChap22285984,BMFORAMERICA45,RETWEET,1
53261,JonathanGosnel1,realDonaldTrump,RETWEET,1
53262,JonathanHamle13,rainnwilson,RETWEET,1
53263,JonathanHunnic5,CodeMonkeyZ,RETWEET,1
53264,JonathanMase,charliekirk11,RETWEET,1
53265,JonathanNTurner,Rob_Noorollah,RETWEET,1
53266,JonathanPruitt2,charliekirk11,RETWEET,1
53267,JonathanWellum,realDonaldTrump,RETWEET,1
53268,Jonathangreg,gatewaypundit,RETWEET,1
53269,Jonathangreg,humbertotweets,RETWEET,1
53270,JonathonSpaffor,LLinWood,RETWEET,1
53271,Jonbradley1723,HowleyReporter,RETWEET,1
53272,Jonbradley1723,realDonaldTrump,RETWEET,1
53273,Joneal137Neal,LLinWood,RETWEET,1
53274,JoneilPr28,realDonaldTrump,RETWEET,1
53275,Jones75Jesse,realDonaldTrump,RETWEET,1
53276,JonesPjhjones,LLinWood,RETWEET,1
53277,JonesTerrible,lawyer4laws,RETWEET,1
53278,Jones_Roddick,ElectionsCan_E,RETWEET,1
53279,Jonf728,gatewaypundit,RETWEET,1
53280,JoniWhittington,charliekirk11,RETWEET,1
53281,Jonjimama,kelly2277,RETWEET,1
53282,JonkhoutSharon,correctthemedia,RETWEET,1
53283,JonkhoutSharon,themarketswork,RETWEET,1
53284,JonkhoutSr,RudyGiuliani,RETWEET,1
53285,JonkhoutSr,charliekirk11,RETWEET,1
53286,JonathanFalcons,realDonaldTrump,RETWEET,1
53287,JonathanBrito89,Ramnier,RETWEET,1
53288,Jonatha34308664,LLinWood,RETWEET,1
53289,JonStefan6,ChanelRion,QUOTE,1
53290,JonEricAdamsOne,SidneyPowell1,RETWEET,1
53291,JonGargis,jaketapper,RETWEET,1
53292,JonHendricks83,DonnaReedWannaB,QUOTE,1
53293,JonJonesThePUSS,realDonaldTrump,RETWEET,1
53294,JonKing4,LLinWood,RETWEET,1
53295,JonMandolorian,ChanelRion,RETWEET,1
53296,JonMandolorian,CodeMonkeyZ,RETWEET,1
53297,JonMandolorian,LLinWood,RETWEET,1
53298,JonMandolorian,gatewaypundit,RETWEET,1
53299,JonMorganDP,rainnwilson,RETWEET,1
53300,JonSnow530,CodeMonkeyZ,RETWEET,1
53301,JonWolf96888221,EmeraldRobinson,RETWEET,1
53302,Jonatha21903706,CodeMonkeyZ,RETWEET,1
53303,JonWolf96888221,EvanAKilgore,RETWEET,1
53304,JonWolf96888221,ali,RETWEET,1
53305,JonWolf96888221,charliekirk11,RETWEET,1
53306,Jon_1776,marklevinshow,RETWEET,1
53307,JonaR029,EpochTimes,RETWEET,1
53308,JonaldDrump1,AMPFEST_USA,RETWEET,1
53309,JonaldDrump1,EmeraldRobinson,RETWEET,1
53310,JonaldDrump1,deanknudson,RETWEET,1
53311,Jonas2Nilsson,ingridcarlqvist,RETWEET,1
53312,JonasNLaBallena,PAHouseGOP,RETWEET,1
53313,JonasSpeaksTrue,charliekirk11,RETWEET,1
53314,Josik77394603,realDonaldTrump,RETWEET,1
53315,JosshuaCalixto,realDonaldTrump,RETWEET,1
53316,Jost420,stillgray,RETWEET,1
53317,JudyDelaware,kylenabecker,RETWEET,1
53318,JudyEads3,DavidJHarrisJr,RETWEET,1
53319,JudyEads3,jennybethm,RETWEET,1
53320,JudyEads3,poetWOAgun,RETWEET,1
53321,JudyK33695725,realDonaldTrump,RETWEET,1
53322,JudyK_,Perpetualmaniac,RETWEET,1
53323,JudyLaybourne,JennaEllisEsq,RETWEET,1
53324,JudyLaybourne,realDonaldTrump,RETWEET,1
53325,JudyLeexus,LMFlange,RETWEET,1
53326,JudyLynnPresto4,LyricalEthera,RETWEET,1
53327,JudyMor46297068,RepMattGaetz,RETWEET,1
53328,JudyPage33,EmeraldRobinson,RETWEET,1
53329,JudyTorCan,EmeraldRobinson,RETWEET,1
53330,JudyWolf2016,ChuckCallesto,RETWEET,1
53331,JudyWolf2016,DavidJHarrisJr,RETWEET,1
53332,JudyWolf2016,newtgingrich,RETWEET,1
53333,JudyWolf2016,realDonaldTrump,RETWEET,1
53334,JudyWolf2016,robbystarbuck,RETWEET,1
53335,JudyWoodworth3,KelemenCari,RETWEET,1
53336,Judya1924,gatewaypundit,RETWEET,1
53337,Judya1924,paulsperry_,RETWEET,1
53338,Judypatoody,rising_serpent,RETWEET,1
53339,JuggaloJair,EmeraldRobinson,RETWEET,1
53340,Juicy_J_44,CodeMonkeyZ,RETWEET,1
53341,Juicydee1,jennycohn1,RETWEET,1
53342,JulaniJulani,SidneyPowell1,QUOTE,1
53343,JudyEads3,BreitbartNews,RETWEET,1
53344,JudyCorradi,save_theUS,RETWEET,1
53345,JudeM5460,themarketswork,RETWEET,1
53346,JudyBal27430954,charliekirk11,RETWEET,1
53347,JudgeHoldenX,RepMattGaetz,RETWEET,1
53348,JudgeWhopper,RepMattGaetz,RETWEET,1
53349,Judgement63,realDonaldTrump,RETWEET,1
53350,JudgingHistory,chuckwoolery,RETWEET,1
53351,JudiCartwright,GavinWax,RETWEET,1
53352,Judi_Flynn2,EpochTimes,RETWEET,1
53353,JudithG43780723,TeamTrump,RETWEET,1
53354,JudithLaFleur,jennybethm,RETWEET,1
53355,JudithPRogers1,marklevinshow,RETWEET,1
53356,JudithV88746031,bluestein,RETWEET,1
53357,Judson4Congress,Newsweek,RETWEET,1
53358,Judson4Congress,StopTheCriminal,RETWEET,1
53359,Judy07731212,charliekirk11,RETWEET,1
53360,Judy07827277,CRRJA5,RETWEET,1
53361,Judy11910,JudicialWatch,RETWEET,1
53362,Judy11910,OANN,RETWEET,1
53363,Judy11910,charliekirk11,RETWEET,1
53364,Judy19642,catturd2,RETWEET,1
53365,Judy25313160,DineshDSouza,RETWEET,1
53366,Judy25313160,LLinWood,RETWEET,1
53367,Judy25313160,charliekirk11,RETWEET,1
53368,Judy25313160,gatewaypundit,RETWEET,1
53369,JudyAdvocate,TX_WalkerRanger,RETWEET,1
53370,JudyAnd56006226,johnxdesouza,RETWEET,1
53371,JudyBal27430954,bennyjohnson,RETWEET,1
53372,JulesR_N,LLinWood,RETWEET,1
53373,JulesUSA6,copper90000,RETWEET,1
53374,JulesUSA6,gatewaypundit,RETWEET,1
53375,Julia08516435,danielchaitin7,RETWEET,1
53376,JulieBreedlove2,EmeraldRobinson,RETWEET,1
53377,JulieBruton2,GabrielSterling,RETWEET,1
53378,JulieCanning12,DavidJHarrisJr,RETWEET,1
53379,JulieFaubel,RealSamFaddis,RETWEET,1
53380,JulieG2017,gatewaypundit,RETWEET,1
53381,JulieJankowski2,_ROB_29,RETWEET,1
53382,JulieJoyHope,jennycohn1,RETWEET,1
53383,JulieKNugent,ChanelRion,RETWEET,1
53384,JulieKaiee,HowleyReporter,RETWEET,1
53385,JulieKaiee,gatewaypundit,RETWEET,1
53386,JulieMSwanson,realDonaldTrump,RETWEET,1
53387,JulieMcMillian1,EmeraldRobinson,RETWEET,1
53388,JulieMcMillian1,charliekirk11,RETWEET,1
53389,JulieMilnerEsq,seanhannity,RETWEET,1
53390,JulieRites,CodeMonkeyZ,RETWEET,1
53391,JulieRites,LLinWood,RETWEET,1
53392,JulieRobik,charliekirk11,RETWEET,1
53393,JulieRoland4,LLinWood,RETWEET,1
53394,JulieSh62928805,realDonaldTrump,RETWEET,1
53395,JulieWi46927003,chuckwoolery,RETWEET,1
53396,JulienFountain,9NEWSNANCY,RETWEET,1
53397,Julier1776,rising_serpent,RETWEET,1
53398,Julierainlvr,LLinWood,RETWEET,1
53399,Juliet_notRomeo,Clare32585009,RETWEET,1
53400,Juliet_notRomeo,clearing_fog,RETWEET,1
53401,Julie91823567,gatewaypundit,RETWEET,1
53402,Julie61450197,mpsmithnews,RETWEET,1
53403,Julie61450197,GoalkickingGuru,RETWEET,1
53404,Julia_Morgan_1,GenFlynn,RETWEET,1
53405,Julia5180,CodeMonkeyZ,RETWEET,1
53406,Julia720900,JohnDoe1284495,RETWEET,1
53407,JuliaChristos,ChuckCallesto,RETWEET,1
53408,JuliaChristos,MattMartineau,RETWEET,1
53409,JuliaChristos,dochartdc,RETWEET,1
53410,JuliaQuick19,CodeMonkeyZ,RETWEET,1
53411,JuliaQuick19,DavidJHarrisJr,RETWEET,1
53412,JuliaYoung777,JDRucker,RETWEET,1
53413,JuliaYoung777,LLinWood,RETWEET,1
53414,JuliaYoung777,rising_serpent,RETWEET,1
53415,Julia_Morgan_1,CodeMonkeyZ,RETWEET,1
53416,Julia_Morgan_1,iheartmindy,RETWEET,1
53417,Julie56948351,realDonaldTrump,RETWEET,1
53418,Juliamieres00,Ramnier,RETWEET,1
53419,Julian118,jaketapper,RETWEET,1
53420,JulianAvole,iheartmindy,RETWEET,1
53421,JulianH26346185,LLinWood,RETWEET,1
53422,JulianH26346185,realDonaldTrump,RETWEET,1
53423,JulianVigil10,EmeraldRobinson,RETWEET,1
53424,Julian_Colgan,gatewaypundit,RETWEET,1
53425,JulianaGingeri4,realDonaldTrump,RETWEET,1
53426,Julianvimeuml,realDonaldTrump,RETWEET,1
53427,Julie34479,ElectionsCan_E,RETWEET,1
53428,Julie54690037,LouDobbs,RETWEET,1
53429,JudgeDJustice,realDonaldTrump,RETWEET,1
53430,JudeE42114895,LLinWood,RETWEET,1
53431,JosuGaubeka,FernandoAmandi,RETWEET,1
53432,JoyRoseM,jennycohn1,RETWEET,1
53433,JoyStaf32102036,LouDobbs,RETWEET,1
53434,JoyVanDerAa,DavidJHarrisJr,RETWEET,1
53435,JoybileeFarm,jpetty6739,QUOTE,1
53436,Joyce81595617,EmeraldRobinson,RETWEET,1
53437,JoyceBHenson2,realDonaldTrump,RETWEET,1
53438,JoyceBruns7,JoyceBruns7,RETWEET,1
53439,JoyceDurand5,charliekirk11,RETWEET,1
53440,JoyceGr89853503,laurenboebert,RETWEET,1
53441,JoyceHouser1,marklevinshow,RETWEET,1
53442,JoyceMcDonaldWA,HowleyReporter,RETWEET,1
53443,JoyceNJ9,charliekirk11,RETWEET,1
53444,JoyceUitentuis,realDonaldTrump,RETWEET,1
53445,JoyceWagner,baseballcrank,RETWEET,1
53446,JoyfulGrandma,CodeMonkeyZ,RETWEET,1
53447,JoyfulGrandma,EmeraldRobinson,RETWEET,1
53448,JoyfulGrandma,JMichaelWaller,RETWEET,1
53449,JoyfulGrandma,OANN,RETWEET,1
53450,JoyfulGrandma,ballahollic24,RETWEET,1
53451,JoyfulGrandma,gatewaypundit,RETWEET,1
53452,JoyfulGrandma,iheartmindy,RETWEET,1
53453,Joyner10FA,realDonaldTrump,RETWEET,1
53454,Joysmith1977,lawyer4laws,RETWEET,1
53455,JozMayhem,realDonaldTrump,RETWEET,1
53456,JoziaKurpielonk,realDonaldTrump,RETWEET,1
53457,Jpa72540347,gatewaypundit,RETWEET,1
53458,JoyRoseM,kincaid323,RETWEET,1
53459,JoyRoseM,AndrewFeinberg,RETWEET,1
53460,JudeE42114895,EmeraldRobinson,RETWEET,1
53461,JoyMannSimmons,LLinWood,RETWEET,1
53462,JouleBean,bluestein,RETWEET,1
53463,Journal81,LLinWood,RETWEET,1
53464,JournalersCafe,FoxNews,RETWEET,1
53465,JournalersCafe,americafirstmg,RETWEET,1
53466,JournalersCafe,paulsperry_,RETWEET,1
53467,JournalistDave,mmfa,RETWEET,1
53468,JournalistNickS,ABC,RETWEET,1
53469,JoyBell75174267,CIG_KingJames,RETWEET,1
53470,JoyBell75174267,HowleyReporter,RETWEET,1
53471,JoyBell75174267,SexCounseling,RETWEET,1
53472,JoyBelleShadow,LouDobbs,RETWEET,1
53473,JoyBinford,DineshDSouza,RETWEET,1
53474,JoyBinford,charliekirk11,RETWEET,1
53475,JoyChadwick,seanhannity,RETWEET,1
53476,JoyChgo,annvandersteel,RETWEET,1
53477,JoyChgo,jennybethm,RETWEET,1
53478,JoyChgo,marklevinshow,RETWEET,1
53479,JoyCox88,EmeraldRobinson,RETWEET,1
53480,JoyDNL,Patrici15767099,RETWEET,1
53481,JoyFlick1,stclairashley,RETWEET,1
53482,JoyFlick1,thelinze,RETWEET,1
53483,JoyJoy15719548,ElectionsCan_E,RETWEET,1
53484,JoyJoy15719548,LLinWood,RETWEET,1
53485,JoyLove221,grace_panetta,RETWEET,1
53486,JoyM77764575,DavidJHarrisJr,RETWEET,1
53487,Jpa72540347,realDonaldTrump,RETWEET,1
53488,Jpapa53814995,SaraCarterDC,RETWEET,1
53489,Jpat1952,realDonaldTrump,RETWEET,1
53490,Jpc70868860,realDonaldTrump,RETWEET,1
53491,Jthetech,ChanelRion,RETWEET,1
53492,Jthetech,EmeraldRobinson,RETWEET,1
53493,Jthetech,JordanSchachtel,RETWEET,1
53494,Jtoms82,tom_trotts,RETWEET,1
53495,JuDita08652517,realDonaldTrump,RETWEET,1
53496,Juan241126,iheartmindy,RETWEET,1
53497,JuanAndres1984,EmeraldRobinson,RETWEET,1
53498,JuanAndres1984,realDonaldTrump,RETWEET,1
53499,JuanCua56848252,AZGOP,RETWEET,1
53500,JuanDeLaCruzDis,nyclatinhunk,RETWEET,1
53501,JuanGilOficial,EmmaRincon,RETWEET,1
53502,JuanSelenaMaes,realDonaldTrump,RETWEET,1
53503,JuanVazquez53,adrifadi,RETWEET,1
53504,Juan_Carlos_Mdn,dominionvoting,RETWEET,1
53505,Juan_Ll1,MickWest,RETWEET,1
53506,Juan_c_rodr,realDonaldTrump,RETWEET,1
53507,JuanchoES_,realDonaldTrump,RETWEET,1
53508,Juaneestefan,charliekirk11,RETWEET,1
53509,JuanitaBona1,JoeShikhman,RETWEET,1
53510,Juankarpico,gatewaypundit,RETWEET,1
53511,JuanquisLopez,realDonaldTrump,RETWEET,1
53512,JubaGolfArch,gatewaypundit,RETWEET,1
53513,Jubex16,charliekirk11,RETWEET,1
53514,Juby44528844,ChuckCallesto,RETWEET,1
53515,Jucatavaresmar1,realDonaldTrump,RETWEET,1
53516,Jtejada23,realDonaldTrump,RETWEET,1
53517,Jtagliavia,realDonaldTrump,RETWEET,1
53518,Jsusaman1,LLinWood,RETWEET,1
53519,JrgrupoService,realDonaldTrump,RETWEET,1
53520,Jphamilton1,ChanelRion,RETWEET,1
53521,Jphamilton1,OANN,RETWEET,1
53522,Jpits13,realDonaldTrump,RETWEET,1
53523,Jpu74242109,realDonaldTrump,RETWEET,1
53524,Jr12Steve,realDonaldTrump,RETWEET,1
53525,Jr1Ken,JohnBasham,RETWEET,1
53526,JrAxelroad,realDonaldTrump,RETWEET,1
53527,JrLara14,realDonaldTrump,RETWEET,1
53528,JrMillstead,LLinWood,RETWEET,1
53529,Jrad01369968,TheRealKeean,RETWEET,1
53530,Jreneeonly_1,BlaineSmitty,RETWEET,1
53531,Jrklb843,andrewbostom,RETWEET,1
53532,JstonegrantTX,realDonaldTrump,RETWEET,1
53533,Jrklb843,realDonaldTrump,RETWEET,1
53534,Jrzgrl64,gatewaypundit,RETWEET,1
53535,Jrzladyvjs,gatewaypundit,RETWEET,1
53536,JsKooiboi,EmeraldRobinson,RETWEET,1
53537,Jsmith40397886,SidneyPowell1,RETWEET,1
53538,JsnelsonNd,realDonaldTrump,RETWEET,1
53539,JstADeplorable,CodeMonkeyZ,RETWEET,1
53540,JstADeplorable,catturd2,RETWEET,1
53541,JstanleyStanley,KelemenCari,RETWEET,1
53542,JstanleyStanley,marklevinshow,RETWEET,1
53543,JstanleyStanley,tom_trotts,RETWEET,1
53544,KarenKanadian,MatteaMerta,RETWEET,1
53545,KarenKodia,marklevinshow,RETWEET,1
53546,KarenKyia,9NEWSNANCY,RETWEET,1
53547,KimRall,ElectionsCan_E,RETWEET,1
53548,KimSavage5,gatewaypundit,RETWEET,1
53549,KimTansino,AWeissmann_,RETWEET,1
53550,KimThom69604925,realDonaldTrump,RETWEET,1
53551,KimTornberg,RudyGiuliani,RETWEET,1
53552,KimTornberg,TeamTrump,RETWEET,1
53553,KimTornberg,charliekirk11,RETWEET,1
53554,Kim_Chinacat,AWeissmann_,RETWEET,1
53555,Kim_RN2005,realDonaldTrump,RETWEET,1
53556,Kim_Tweets,revrrlewis,RETWEET,1
53557,Kimbathelion60,EmeraldRobinson,RETWEET,1
53558,KimbellSaffer,charliekirk11,RETWEET,1
53559,Kimber3222,jennybethm,RETWEET,1
53560,Kimberbishop1,LouDobbs,RETWEET,1
53561,Kimberkitty97,EmeraldRobinson,RETWEET,1
53562,Kimberl47031679,gatewaypundit,RETWEET,1
53563,Kimberl59904679,SexCounseling,RETWEET,1
53564,Kimberl88150628,HeshmatAlavi,RETWEET,1
53565,Kimberl88150628,RudyGiuliani,RETWEET,1
53566,KimberleyJo7,EmeraldRobinson,RETWEET,1
53567,KimberleyJo7,realDonaldTrump,RETWEET,1
53568,KimberleyLeech9,DavidJHarrisJr,RETWEET,1
53569,KimberleySWhee3,ChuckCallesto,RETWEET,1
53570,KimberlyBercum2,LLinWood,RETWEET,1
53571,KimberlyChampag,gatewaypundit,RETWEET,1
53572,KimberlyDebold,RudyGiuliani,RETWEET,1
53573,KimSavage5,NEWS_MAKER,RETWEET,1
53574,KimPetersfl,SidneyPowell1,RETWEET,1
53575,KimberlyDehoff,danielchaitin7,RETWEET,1
53576,KimPete95352673,themarketswork,RETWEET,1
53577,KimC95706100,SCmusic82,RETWEET,1
53578,KimC95706100,realDonaldTrump,RETWEET,1
53579,KimConw52320370,ChanelRion,RETWEET,1
53580,KimConw52320370,gatewaypundit,RETWEET,1
53581,KimFEdwards,CodeMonkeyZ,RETWEET,1
53582,KimFEdwards,JoeT_2,RETWEET,1
53583,KimGullett3,LLinWood,RETWEET,1
53584,KimH1313,SusanBChurch11,RETWEET,1
53585,KimHandley1,RepMattGaetz,RETWEET,1
53586,KimHawk18755218,realDonaldTrump,RETWEET,1
53587,KimHoNguyen,EmeraldRobinson,RETWEET,1
53588,KimHoNguyen,JamesNavaCom,RETWEET,1
53589,KimHoNguyen,LouDobbs,RETWEET,1
53590,KimHoNguyen,bennyjohnson,RETWEET,1
53591,KimHoNguyen,deanknudson,RETWEET,1
53592,KimK_ny,realDonaldTrump,RETWEET,1
53593,KimLoucks2,LLinWood,RETWEET,1
53594,KimManley7,jennycohn1,RETWEET,1
53595,KimMoor20918476,rising_serpent,RETWEET,1
53596,KimMoor20918476,threadreaderapp,RETWEET,1
53597,KimNader1,EmeraldRobinson,RETWEET,1
53598,KimNeff45054804,news_ntd,RETWEET,1
53599,KimPartyka,realDonaldTrump,RETWEET,1
53600,KimPete95352673,ChuckCallesto,RETWEET,1
